#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,סגור
AdminPanelLicensingAutoTextDereg,בטל את הפעלת הרשיון דרך האינטרנט.  בחר באפשרות זו אם השרת מחובר לאינטרנט.
AdminPanelLicensingManualTitle,הפעלה ידנית
AdminPanelLicensingManualTitleDereg,ביטול הפעלה ידנית
AdminPanelLicensingManualTitleRecommended,הפעלה ידנית (מומלץ)
AdminPanelLicensingManualTitleRecommendedDereg,ביטול הפעלה ידנית (מומלץ)
AdminPanelLicensingManualText,הפעל את הרשיון ידנית.  בחר באפשרות זו אם השרת אינו מחובר לאינטרנט.
AdminPanelLicensingManualTextDereg,בטל את הפעלת הרשיון ידנית.  בחר באפשרות זו אם השרת אינו מחובר לאינטרנט.
AdminPanelLicensingUpgradeRequired,זוהה רישיון Avigilon Control Center 4. דרוש לך רישיון שדרוג כדי להפעיל את Avigilon Control Center 5.
AdminPanelProductKeyTitle,הזן מפתח מוצר
AdminPanelAddLicenseTitle,הוסף רשיון
AdminPanelRegTitle,רישום מוצר
AdminPanelRegCaption,כדי לקבל עדכונים של המוצר, רשום את הפרטים הבאים.  הרישום אופציונלי.\n* שדות חובה
AdminPanelRegSubmitLabel,הירשם לקבלת עדכונים
AdminPanelRegDontSubmitLabel,אל תירשם לקבלת עדכונים
AdminPanelRegFirstNameLabel,*שם פרטי:
AdminPanelRegLastNameLabel,*שם משפחה:
AdminPanelRegEmailLabel,*כתובת דואר אלקטרוני:
AdminPanelRegCountryLabel,*ארץ:
AdminPanelRegStateLabel,מדינה:
AdminPanelRegCompanyLabel,שם חברה:
AdminPanelRegRequestingTitle,הפעלה באינטרנט
AdminPanelRegRequestingTitleDereg,ביטול הפעלה באינטרנט
AdminPanelRegRequestingText,מפעיל, אנא המתן...
AdminPanelRegRequestingTextDereg,מבטל הפעלה, נא להמתין...
AdminPanelRegRequestingRetryText,נסה שוב
AdminPanelRegActivationFailedTitle,ההפעלה נכשלה
AdminPanelRegActivationFailedTitleDereg,ביטול ההפעלה נכשל
AdminPanelRegRegistrationFailedTitle,הרישום נכשל
AdminPanelRegSucceededTitle,ההפעלה הצליחה
AdminPanelRegSucceededTitleDereg,ביטול ההפעלה הצליח
AdminPanelRegSucceededText,Avigilon Control Center הופעל.
AdminPanelRegSucceededTextDereg,הפעלת Avigilon Control Center Server בוטלה.
AdminPanelRegFailedAddingLicense,אירעה שגיאה בעת הוספת הרישיון.
AdminPanelRegFailedNetwork,אירעה שגיאת רשת במהלך ההפעלה.  ייתכן שהשרת אינו מחובר לאינטרנט או שיש שגיאה בתצורת הרשת.
AdminPanelRegFailedNetworkDereg,אירעה שגיאת רשת במהלך ביטול ההפעלה.  ייתכן שהשרת אינו מחובר לאינטרנט או שיש שגיאה בתצורת הרשת.
AdminPanelRegFailedLicenseDereg,אירעה שגיאה בעת עדכון הרשיון.
AdminPanelRegRegistrationFailedNetwork,ההפעלה הצליחה, אולם אירעה שגיאת רשת במהלך הרישום.  ייתכן שהשרת אינו מחובר לאינטרנט או שיש שגיאה בתצורת הרשת.
AdminPanelRegManualTitle,הפעלה ידנית
AdminPanelRegManualTitleDereg,ביטול הפעלה ידנית
AdminPanelRegManualCaption,כדי להפעיל את הרשיון ידנית, תחילה עליך ליצור קובץ הפעלה ולבקר באתר האינטרנט שלנו, בכתובת http://activate.avigilon.com ('שלב 1').\n\nתתבקש להעלות את קובץ ההפעלה שלך, ולאחר מכן קובץ הרשיון שלך יהיה זמין להורדה. שמור קובץ רשיון זה ופעל על-פי 'שלב 2' כדי להפעיל את הרשיון.
AdminPanelRegManualExportTitle,בחר קובץ הפעלה
AdminPanelRegManualExportCaption,בחר את שם הקובץ לקובץ ההפעלה.
AdminPanelRegManualExportDoneTitle,קובץ ההפעלה נשמר
AdminPanelRegManualExportDoneTitleDereg,קובץ ביטול ההפעלה נשמר
AdminPanelRegManualExportDoneText,בקר בכתובת http://activate.avigilon.com עם קובץ ההפעלה שלך כדי לקבל את קובץ הרשיון.\n\nלאחר שתקבל את קובץ הרשיון, לחץ על 'הבא' ופעל על-פי "שלב 2: הוסף קובץ רשיון" כדי להפעיל את הרשיון.
AdminPanelRegManualExportDoneTextDereg,בקר בכתובת http://activate.avigilon.com עם קובץ ביטול ההפעלה שלך כדי לשחרר את מפתח המוצר.\n\nלאחר שחרור מפתח המוצר, תוכל להפעילו בשרת אחר.
AdminPanelRegManualExportDoneLinkText,%1% כדי לפתוח את הספרייה המכילה את קובץ ההפעלה.
AdminPanelRegManualExportDoneLinkTextDereg,%1% כדי לפתוח את הספרייה המכילה את קובץ ביטול ההפעלה.
AdminPanelRegManualExportDoneLinkLink,לחץ כאן
AdminPanelRegManualExportError,אירעה שגיאה בעת יצירת קובץ ההפעלה שלך.\nייתכן שאין לך הרשאות כתיבה בספרייה הנתונה,\nאו הרשאות מנהל במחשב.
AdminPanelManualExportErrorDereg,אירעה שגיאה בעת יצירת קובץ ביטול ההפעלה שלך.\nייתכן שאין לך הרשאות כתיבה בספרייה הנתונה,\nאו הרשאות מנהל במחשב.
AdminPanelRegManualImportTitle,יבא קובץ רשיון
AdminPanelRegManualImportCaption,בחר את קובץ הרשיון לייבוא.
AdminPanelRegManualImportRelicas,הרשיונות בעלי מפתחות המוצר הבאים\nהוחלפו: \n\n%1%\n
AdminPanelRegManualImportError,אירעה שגיאה בעת ייבוא קובץ הרשיון.\nייתכן שהקובץ אינו קובץ רשיון חוקי.
AdminPanelRegManualImportLicenseAlreadyDeactivated,לא ניתן להחיל את קובץ הרשיון מאחר שהפעלתו לא בוטלה. 
AdminPanelRegManualImportLicenseExpired,לא ניתן להחיל את קובץ הרשיון מאחר שתוקפו פג. 
AdminPanelRegManualImportLicenseTooOld,לא ניתן להחיל את קובץ הרשיון מאחר שהוא ישן יותר מהרשיון המותקן כעת. 
AdminPanelRegManualImportMultipleWarnings,האזהרות הבאות התרחשו: \n\n%1%\n
AdminPanelRegManualImportConflictingLicensesError,לא ניתן להפעיל רשיון זה מאחר שהוא אינו תואם למהדורת הרשיון הנוכחית שלך. לא ניתן לשלב בין רשיונות ממהדורות שונות.\n\nפנה לתמיכה הטכנית של Avigilon לקבלת סיוע נוסף.
AdminPanelRegDemoCaption,אם יש לך מפתח מוצר, המשך בהפעלת הרשיון. לחלופין, תוכל להפעיל גרסת הדגמה מוגבלת בזמן ללא מפתח מוצר.
AdminPanelRegDemoTitle,הפעלת רשיון גרסת הדגמה
AdminPanelRegDemoLicenseButtonTitle,הפעלת רשיון
AdminPanelRegDemoLicenseButtonMessage,הפעל מפתח מוצר.
AdminPanelRegDemoDemoButtonTitle,הפעלת גרסת הדגמה
AdminPanelRegDemoDemoButtonMessage,הפעל גרסת הדגמה ל-30 יום ללא מפתח מוצר.
AdminPanelRegEditionCaption,בחר את סוג רשיון ההדגמה שאותו תרצה להפעיל.
AdminPanelRegEditionTitle,בחר את המהדורה להדגמה.

# Deactivation
AdminPanelDeregWizardTitle,בטל את הפעלת Control Center Server
AdminPanelDeregManualExportTitle,בחר קובץ ביטול הפעלה
AdminPanelDeregManualExportCaption,בחר את שם הקובץ לקובץ ביטול ההפעלה.
AdminPanelDeregManualExportDefaultFile,DeactivationFile.key
AdminPanelDeregManualExportError,אירעה שגיאה בעת יצירת קובץ ביטול ההפעלה שלך.\nייתכן שאין לך הרשאות כתיבה בספרייה הנתונה,\nאו הרשאות מנהל במחשב.
AdminPanelProductKeyListTitle,הרשיון המותקן בשרת זה יבוטל
AdminPanelProductKeyListCaption,הפעלת מפתחות המוצר הבאים תבוטל בשרת זה.  שמור אצלך עותק.
AdminPanelProductKeyListClipboardButton,העתקה ללוח


# Activation-related strings
WebActivateUnknownException,ההפעלה נכשלה (‎-1). פנה לתמיכה הטכנית של Avigilon.
WebActivateNoFile,ההפעלה נכשלה (‎-2). פנה לתמיכה הטכנית של Avigilon.
WebActivateActivationFailed,ההפעלה נכשלה (‎-3). פנה לתמיכה הטכנית של Avigilon.
WebActivateNoFingerprint,ההפעלה נכשלה (‎-4). פנה לתמיכה הטכנית של Avigilon.
WebActivateAlreadyActivatedNoFingerprint,ההפעלה נכשלה (‎-5)‏ (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateLicenseFileCreateError,אירעה שגיאה בניסיון להפעיל את (‎-6)‏ (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateInvalidProductKey,מפתח המוצר ששימש להפעלה אינו חוקי (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateDuplicateProductKey,למפתח המוצר ששימש להפעלה יש כפיל (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateAlreadyActivated,מפתח המוצר ששימש להפעלה כבר הופעל במחשב אחר (%1%). פנה לתמיכה הטכנית של Avigilon אם תצורת המחשב שלך שונתה משמעותית.
WebActivateAlreadyExpired,תוקף מפתח המוצר כבר פג (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateProductKeyCancelled,מפתח מוצר זה בוטל (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateProductNotAvailable,מפתח מוצר זה כולל ערכת תכונות שאינה קיימת יותר (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateMaxRedownloadsExceeded,מפתח המוצר ששימש להפעלה חורג ממספר ההפעלות המרבי (%1%). פנה לתמיכה הטכנית של Avigilon.
WebActivateMaxActivationsExceeded,מפתח המוצר חורג ממספר ההפעלות המרבי (%1%).  פנה לתמיכה הטכנית של Avigilon.
WebActivateMixedVendor,לא ניתן לשלב בין מפתחות מוצרים של ספקים שונים.  פנה לתמיכה הטכנית של Avigilon.
WebActivateLicenseVersionWrong,לא ניתן להפעיל את מפתח המוצר עם גרסה זו של ACC (גרסת ACC‏: %1%, רשיון עבור: %2%).  פנה לתמיכה הטכנית של Avigilon.
WebActivateMixedExpiry,לא ניתן להפעיל יחד רשיונות שתוקפם פג ורשיונות שתוקפם לא פג.  פנה לתמיכה הטכנית של Avigilon.
WebActivateServerClassMax,מפתח המוצר הגיע למגבלת השדרוגים שנקבעה למהדורה שלו (%1% היא %2%. המספר המרבי המותר למהדורה %3% הוא %4%).  פנה לתמיכה הטכנית של Avigilon.
WebActivateOnlyUpgrades,לא ניתן להפעיל שדרוג מפתחות מוצר ללא רשיון בסיס.  פנה לתמיכה הטכנית של Avigilon.
WebActivateRepeatTrial,מפתח מוצר להדגמה כבר הונפק עבור מחשב זה.  פנה לתמיכה הטכנית של Avigilon.
WebActivateMultipeExpiring,לא ניתן לשלב בין מספר מפתחות מוצר שתוקפם פג. 
WebActivateWastedUpgrades,ההפעלה בוטלה כדי למנוע הפעלה של מפתח מוצר שאינו נמצא בשימוש (%1%).  פנה לתמיכה הטכנית של Avigilon.
WebActivateServerIdMistmatch,למפתחות המוצרים שבהם נעשה שימוש משויך יותר ממזהה שרת אחד (%1% לעומת %2%).  פנה לתמיכה הטכנית של Avigilon.
WebActivateNotEnoughUpgrades,לא ניתן להפעיל את מפתחות המוצרים, אלא אם כל %1% הערוצים ישודרגו ל-%2%.  פנה לתמיכה הטכנית של Avigilon.
WebActivateIncompatibleWithUniversal,רישיונות Universal אינם תואמים לרישיונות %1%.  פנה לתמיכה הטכנית של Avigilon.
WebActivateDemoNotAvailable,רישיונות לגרסת הדגמה אינם זמינים כעת.  פנה לתמיכה הטכנית של Avigilon.
WebActivateUpgradeKeyCancelled,מפתח שדרוג הגרסה (%1%) כבר היה בשימוש.
WebActivateUpgradeKeyMismatch,מפתח שדרוג הגרסה לא התאים למהדורת השרת (צפוי %1%, התקבל %2%).

# Deactivation-related strings
WebDeactivateMaxDeactivationsExceeded,המספר המרבי של ביטולי הפעלות עם הרישיון חרג מ-%1%.  פנה לתמיכה הטכנית של Avigilon.
WebDeactivateExpiringDeactivation,לא ניתן לבטל הפעלה של רישיונות שפג תוקפם עם %1%.
WebDeactivateDoubleDeactivation,פעולת השרת %1% כבר בוטלה.
WebDeactivateDeactivateNew,הרשיון של %1% לא הופעל.
WebDeactivate4x,ביטול ההפעלה נתמך רק עם 5 רישיונות ACC או יותר.
WebDeactivateNoServerId,קובץ ביטול ההפעלה לא חוקי.

# Registration-related strings
WebActivateRegisterInfoNotValidUnknown,פרטי הרישום לא חוקיים (‎-1).
WebActivateRegisterInfoNotValid,פרטי הרישום לא חוקיים (‎-2).
WebActivateRegisterSaveDbFailed,שמירת פרטי הרישום נכשלה (‎-3). פנה לתמיכה הטכנית של Avigilon.
WebActivateRegisterNoLicenseToAssociate,שמירת פרטי הרישום נכשלה (‎-4). פנה לתמיכה הטכנית של Avigilon.
WebActivateRegisterLicenseUpdateFailed,שמירת פרטי הרישום נכשלה (‎-5). פנה לתמיכה הטכנית של Avigilon.
WebActivateRegisterUnknownException,שמירת פרטי הרישום נכשלה (‎-6). פנה לתמיכה הטכנית של Avigilon.

# 4.12 data present strings
AdminPanel412DataPresent,זוהו נתוני הקלטה ותצורה לא תואמים. אם תמשיך, כל הגדרות התצורה והנתונים המוקלטים יימחקו. האם אתה בטוח שברצונך להמשיך?
AdminPanel412DataPresentCaption,זוהו נתונים לא תואמים
AdminPanel412DataFailedToClear,מחיקת נתוני Avigilon Control Center הקיימים נכשלה, סגור את כל היישומים והפעל מחדש את לוח הניהול.
AdminPanel412DataFailedToClearCaption,ניקוי הנתונים נכשל

#################################################
# Network strings
#################################################

AdminPanelNetworkSettingsTitle,רשת
AdminPanelNetworkSettingsTitle,רשת
AdminPanelNetworkPortChangedRestartMessage,היציאה הבסיסית החדשה תיכנס לתוקף רק אחרי הפעלה מחדש של Control Center Server.\nהאם להפעיל מחדש את Control Center Server עכשיו?
AdminPanelNetworkPortInvalidMessage,מספר היציאה חייב להיות בין %1% ל-%2%.
AdminPanelTcpGroupLabel,יציאות TCP
AdminPanelServicePortsGroupLabel,יציאות שירות
AdminPanelTcpBaseLabel,יציאת TCP בסיסית:
AdminPanelServicePortBaseLabel,יציאה בסיסית:
AdminPanelHttpPortLabel,יציאת HTTP‏:
AdminPanelHttpsPortLabel,יציאת HTTPS:
AdminPanelServicePortUdpLabel,יציאת UDP‏:
AdminPanelTcpUsageLabel,טווח יציאות TCP:
AdminPanelWebClientPortLabel,גישת דפדפן אינטרנט:
AdminPanelWebClientUrlLabel,http://server.ip.address:%1%/
AdminPanelServicePortWarning,יציאות שירות חייבות להיות נגישות ללקוח.
AdminPanelTcpForwardWarning,טווח יציאות ה-TCP חייב להיות נגיש ללקוח.
AdminPanelRtpGroupLabel,יציאות RTP
AdminPanelUdpBaseLabel,יציאת UDP בסיסית:
AdminPanelUdpPortsLabel,יציאות UDP‏:



#################################################
# Storage strings
#################################################


AdminPanelVolumeManagementTitle,אחסון
AdminPanelAddVolumeText,הוסף אמצעי אחסון נתונים
AdminPanelEditVolumeText,שנה גודל אמצעי אחסון
AdminPanelAddVolumeLabel,גודל אמצעי אחסון נתונים:
AdminPanelEditVolumeLabel,גודל אמצעי אחסון נתונים:
AdminPanelAddVolumeTooBigError,יש בכונן מקום רק לאמצעי אחסון של ‎%1% GB.\n\nלא ניתן להוסיף אמצעי אחסון של ‎%2% GB.
AdminPanelAddVolumeTooSmallError,נדרש אמצעי אחסון נתונים של ‎%1% GB לפחות.
AdminPanelEditVolumeTooBigError,יש בכונן מקום רק לאמצעי אחסון של ‎%1% GB.\n\nלא ניתן לשנות את הגודל ל-%2% GB.
AdminPanelEditVolumeTooSmallError,נדרש אמצעי אחסון נתונים של ‎%1% GB לפחות.
AdminPanelVolumeSizeSuffix,GB
AdminPanelVolumeInUseError,לא ניתן לערוך את תצורת האחסון כאשר Control Center Server פועל.

AdminPanelVolumeNoUsableSetupText,אין בשום כונן מספיק שטח כדי להגדיר את Avigilon Control Center.\nודא שלפחות כונן אחד פורמט כ-NTFS, ושיש בו לפחות ‎15 GB של שטח פנוי.
AdminPanelVolumeDatafile,‎%1$.1f GB של נתונים
AdminPanelVolumeFreeSpace,‎%1$.1f GB פנוי
AdminPanelVolumeUsedSpace,‎%1$.1f GB מנוצל
AdminPanelVolumePrimary,אמצעי אחסון נתונים ראשי
AdminPanelVolumeConfig,אמצעי אחסון תצורה
AdminPanelVolumeSecondary,אמצעי אחסון נתונים משני
AdminPanelVolumeBadFilesystem,אמצעי האחסון הוא %1%, פרמט מחדש כ-NTFS כדי להשתמש.
AdminPanelVolumeMissingDrive,אמצעי אחסון נתונים זה חסר במערכת ולא ניתן להשתמש בו.
AdminPanelVolumeAddDataFile,הוספת אמצעי אחסון נתונים...
AdminPanelVolumeEditDataFile,שינוי גודל אמצעי אחסון...
AdminPanelVolumeRemoveDataFile,מחיקת אמצעי אחסון נתונים
AdminPanelVolumeSetPrimaryVolume,הגדרת אמצעי אחסון נתונים ראשי
AdminPanelVolumeSetConfigVolume,הגדרת אמצעי אחסון תצורה
AdminPanelVolumeClearStorage,מחיקת כל הנתונים
AdminPanelVolumeClearStoragePrompt,פעולה זו תמחק את כל הגדרות התצורה והנתונים.\n\nהאם אתה בטוח שברצונך להמשיך?
AdminPanelVolumeNoDataFileError,יש לבחור כונן אחד לפחות כאמצעי אחסון נתונים.
AdminPanelVolumeNoPrimaryVolumeError,יש לבחור כונן אחד כאמצעי אחסון נתונים ראשי.
AdminPanelVolumeNoConfigVolumeError,יש לבחור כונן אחד כאמצעי אחסון התצורה.
AdminPanelVolumePreviousConfigCaption,זוהתה תצורת אחסון קודמת.  ייתכן שתצורה זו ננטשה על-ידי התקנה קודמת.\n\nבחר אחת מהאפשרויות הבאות:
AdminPanelVolumePreviousConfigYesTitle,שימוש בתצורה זו
AdminPanelVolumePreviousConfigNoTitle,יצירת תצורה חדשה
AdminPanelVolumePreviousConfigSeeNextTitle,הצגת התצורה הבאה שנמצאה

#################################################
# Backup strings
#################################################

AdminPanelBackupSettingsButtonTitle,אחסון בארכיון
AdminPanelBackupSettingsTitle,אחסון בארכיון
AdminPanelBackupSettingsEnabledLabel,אפשר אחסון בארכיון
AdminPanelBackupSettingsPathLabel,תיקיית אחסון בארכיון:
AdminPanelBackupSettingsEmptyPathError,יש לציין תיקיית אחסון בארכיון.
AdminPanelBackupSettingsInvalidPathError,תיקיית האחסון בארכיון '%1%'\nאינה חוקית.


#################################################
# Web Link Properties
#################################################
WebLinkPropertiesPanelTitle,מאפייני דף אינטרנט
WebLinkPropertiesPanelLocation,מקום:
WebLinkPropertiesPanelDescription,תיאור:
WebLinkPropertiesPanelZoomLevel,רמת זום:
WebLinkPropertiesDefaultLocation,http://
WebLinkDefaultName,דף אינטרנט חדש
WebLinkCreateWebLinkText,דף אינטרנט חדש...
WebLinkInvalidError,לדף אינטרנט חייבים להיות שם וכתובת URL. 

#################################################
# Player strings
#################################################

OpenFileCommandToolbarText,פתח
OpenFileCommandToolTip,פתח קובץ
ShowAuthenticationFormCommandText,אימות תמונות...
ShowAuthenticationFormCommandToolTip,אמת תמונות
AuthenticationFormTitle,אמת תמונות
AuthenticationFormAuthenticatingTitle,מאמת תמונות...
AuthenticationFormAuthenticatingText,%1% תמונות מאומתות\n%2% תמונות פגומות
AuthenticationFormDoneValid,כל התמונות מאומתות
AuthenticationFormDoneInvalid,חלק מהתמונות פגומות
AuthenticationFormDoneUnknownTitle,אין תמיכה באימות
AuthenticationFormDoneUnknownText,קובץ זה אינו תומך באימות תמונה.
AuthenticationFormDoneCancelled,האימות בוטל
AuthenticationFormError,אירעה שגיאה בעת אימות הקובץ.
RepeatButtonTooltip,הפעלה בלולאה


#################################################
# Service strings
#################################################

ServiceDescription,תוכנת Avigilon Control Center Server.
ServiceNotInstalledText,Avigilon Control Center לא הותקן כהלכה.  התקן שוב והפעל מחדש את המחשב.

#################################################
# Camera Installation Tool Strings
#################################################

CameraInstallerStartupWaitText,מחפש מצלמות...
CameraInstallerUpgradingWaitText,משדרג מצלמה...
CameraInstallerUpgradingCloseMessage,לא ניתן לכבות את Avigilon Camera Installation Tool\nבעת שדרוג מצלמה.\nהשדרוג אמור להסתיים תוך מספר דקות.
CameraInstallerDaemonErrorText,אירעה שגיאה בעת הפעלת תוכנית הדמון של כלי ההתקנה.\nAvigilon Control Center לא הותקן כהלכה.  התקן שוב והפעל מחדש את כלי התקנת המצלמה.
ConnectToDeviceCommandText,חיבור למצלמה:
ConnectToDeviceCommandToolTip,חיבור למצלמה
ConnectToDeviceLabel,מצלמה מוצגת:
ConnectToDeviceUpgradingError,לא ניתן לשנות את המצלמה המוצגת בעת שדרוג מצלמה.\nהשדרוג אמור להסתיים בתוך מספר דקות.
ConnectToDeviceCurrentCameraText,המצלמה המחוברת כעת:
ConnectToDeviceSelectedGroupLabel,המצלמה הנבחרת:
NetworkSetupCommandText,שינוי הגדרות הרשת של המצלמה...
NetworkSetupCommandToolTip,שנה את הגדרות הרשת של המצלמה
CameraInstallerDaemonRunning,לא ניתן להפעיל את Avigilon Camera Installation Tool כאשר Control Center Server, או\nמופע אחר של כלי התקנת המצלמה, פועלים.
ImageCompressionSetupCommandText,שינוי הגדרות דחיסת תמונה...
ImageCompressionSetupCommandToolTip,שינוי הגדרות דחיסת תמונה...
ImageAcquisitionSetupCommandText,שינוי הגדרות תמונה ותצוגה...
ImageAcquisitionSetupCommandToolTip,שינוי הגדרות תמונה ותצוגה...


#################################################
# Error handling strings
#################################################

# These strings are prepended and appended onto the actual error string, if
# an error happens while the system is starting up.  These errors are things that
# might happen if the system is not configured properly (database version mismatch, for instance)
StartupErrorTextPrefix,השגיאה הבאה אירעה בעת ההפעלה של Avigilon Control Center:
StartupErrorTextSuffix,פנה למנהל המערכת.

LicenseShutdownText,תוקף הרשיון של Avigilon Control Center פג.  מכבה בתוך %1% שניות.


#################################################
# Exit Program strings
#################################################

ExitProgramCommandText,יציאה
ExitProgramCommandToolTip,יציאה
ExitProgramPrompt,לצאת מ-Avigilon Control Center?
ExitProgramPrompt.Client,לצאת מ-Control Center Client?
ExitProgramPrompt.Player,לצאת מ-Control Center Player?
ExitProgramPrompt.VirtualMatrix,לצאת מ-Virtual Matrix Application?
ShutdownFormText,מתבצע כיבוי של Avigilon Control Center.\nנא להמתין.
ShutdownFormText.Client,מתבצע כיבוי של Avigilon Control Center Client.\nנא להמתין.
ShutdownFormText.VirtualMatrix,מתבצע כיבוי של Avigilon Virtual Matrix Application.\nנא להמתין.

#################################################
# Misc Strings
#################################################

RtfFileNotFoundException,הקובץ %1% לא נמצא
PrePostBufferSecondsSuffix,שניות
TextBoxCopyMenuItem,העתקה
ConflictingDataRenamingScheme,%1% (%2%)

#################################################
# Server Initialization Error Strings
#################################################

DatabaseVersionOld,גרסת אמצעי אחסון התצורה אינה תואמת. פנה אל Avigilon לשדרוג אמצעי אחסון התצורה שלך.
DatabaseVersionSwOld,גרסת התוכנה ישנה, עדכן את התוכנה
LicenseKeyExpiredText,תוקף מפתח הרשיון שברשותך פג. הפעל את יישום מעניק הרשיונות כדי להזין מפתח חדש.
LicenseKeyInvalidText,מפתח הרשיון שברשותך אינו חוקי. הפעל את יישום מעניק הרשיונות כדי להזין מפתח חדש.
ConfigInvalidString,הערך %1% אינו חוקי עבור פריט התצורה ב-%2%
ConfigInvalidStringReason,הערך %1% אינו חוקי עבור פריט התצורה ב-%2%: %3%
ConfigInvalidMinMax,הערך %1% אינו חוקי עבור פריט התצורה ב-%2%, טווח הערכים החוקי הוא %3%
ConfigInvalidSet,הערך %1% אינו חוקי עבור פריט התצורה ב-%2%, הערכים החוקיים הם: %3%
ConfigNotFound,לא ניתן לאתר את קובץ התצורה %1%. לא ניתן להפעיל את היישום ללא קובץ תצורה חוקי.


#################################################
# HTTP Server Response Strings
#################################################

HttpResponseNotAllowed,הבקשה אינה מותרת.
HttpResponseExpectationFailed,הציפייה נכשלה.
HttpResponseBadRequest,בקשת HTTP לקויה.
HttpResponseInternalNotFound,כתובת ה-URL המבוקשת '%1%' לא נמצאה בשרת.

#################################################
# Audio Selection Strings
#################################################

AudioFileSelectorPlayToolTip,השמע קול
AudioFileSelectorPlayError,אירעה שגיאה בעת השמעת הקול.\n\nייתכן שקובץ הקול לא קיים או פגום.

#################################################
# Site Editor Strings
#################################################


SiteEditorRemoveButtonToolTip,הסר תיקיית אתר
SiteEditorAddGroupButtonToolTip,הוסף תיקיית אתר
SiteEditorRemoveButtonTitle,הסר
SiteEditorAddGroupButtonTitle,הוסף
SiteEditorUpButtonToolTip,הזז למעלה
SiteEditorDownButtonToolTip,הזז למטה
SiteEditorLeftButtonToolTip,הזז שמאלה
SiteEditorRightButtonToolTip,הזז ימינה
SiteEditorDefaultGroup,תיקייה חדשה
SiteEditorSort,מיון


#################################################
# Controlset Audit Strings
#################################################

AcquisitionDeviceParamsCI_CustomLinearRGBColourGain,איזון לבן מותאם אישית
AcquisitionDeviceParamsCI_AutoWhiteBalanceEnable,איזון לבן אוטומטי מופעל
AcquisitionDeviceParamsCI_SharpeningAmount,חדות
AcquisitionDeviceParamsCI_Brightness,בהירות
AcquisitionDeviceParamsCI_ColourSaturation,רוויית צבע
AcquisitionDeviceParamsCI_Contrast,ניגודיות
AcquisitionDeviceParamsCI_IllumSyncFreq,בקרת הבהוב
AcquisitionDeviceParamsCI_RoiRect,ממדי תמונה
AcquisitionDeviceParamsCI_NightMode,מסנן חיתוך IR
AcquisitionDeviceParamsCI_IrisMode,צמצם
AcquisitionDeviceParamsCI_EnConstExposure,חשיפה אוטומטית מופעלת
AcquisitionDeviceParamsCI_ConstExposure_ns,זמן חשיפה קבוע
AcquisitionDeviceParamsCI_MinAutoExposure_ns,זמן חשיפה מזערי
AcquisitionDeviceParamsCI_MaxAutoExposure_ns,זמן חשיפה מרבי
AcquisitionDeviceParamsCI_EnRelHistRange,אפשר פיצוי תאורה אחורית
AcquisitionDeviceParamsCI_RelHistRange,פיצוי תאורה אחורית
AcquisitionDeviceParamsCI_WideDynamicRange,טווח דינמי רחב
AcquisitionDeviceParamsCI_EnWideDynamicRange,טווח דינמי רחב מופעל
AcquisitionDeviceParamsCI_ExposureFpsLimited,קדימות תמונה
AcquisitionDeviceParamsCI_EnBothFields,רזולוציה מלאה
AcquisitionDeviceParamsCI_EnAutoGain,שבח אוטומטי מופעל
AcquisitionDeviceParamsCI_MinAutoGain,שבח אוטומטי מזערי
AcquisitionDeviceParamsCI_MaxAutoGain,שבח אוטומטי מרבי
AcquisitionDeviceParamsCI_ConstGain,שבח קבוע
AcquisitionDeviceParamsCI_EnAutoFocus,מיקוד אוטומטי מופעל
AcquisitionDeviceParamsCI_NearAutoFocusLimit_m,מיקוד אוטומטי קרוב לגבול
AcquisitionDeviceParamsCI_FarAutoFocusLimit_m,מיקוד אוטומטי רחוק מהגבול
AcquisitionDeviceParamsCI_ManualFocus,מיקוד ידני
AcquisitionDeviceParamsCI_ManualFocusSpeed,מהירות מיקוד ידני
AcquisitionDeviceParamsCI_FocusAdjIrIllumType,מיקוד
AcquisitionDeviceParamsCI_ImageRotation,סיבוב תמונה
AcquisitionDeviceParamsCI_MinAutoIris_db,צמצם אוטומטי מזערי
AcquisitionDeviceParamsCI_MaxAutoIris_db,צמצם אוטומטי מרבי
AcquisitionDeviceParamsCI_ConstIris_db,צמצם
		
BandwidthDeviceParamsCI_ActualFrameRate,קצב העברת תמונות
BandwidthDeviceParamsCI_ActualBitrate_kbps,קצב סיביות

