#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Sluiten
LicensorTechSupportLabel,Bel voor ondersteuning met licentieverlening naar %1%
LicensorTitle,Licentieactivering
LicensorUnlimited,onbeperkt
LicensorValidationDefaultFile,ActivationFile.key
LicensorAddWizardTitle,Licentie toevoegen
LicensorMsgBoxLicenseChangeRestartNeeded,Uw licentie is gewijzigd.  De server wordt nu opnieuw opgestart.
LicensorGroupBoxTitle,Licentie-informatie

LicenseServerClass_enterprise,Enterprise
LicenseServerClass_standard,Standard
LicenseServerClass_core,Core
LicenseServerClass_oem1,Standard
LicenseServerClass_oem2,Prime
LicenseServerClass_universal,Universal
LicenseServerClass_upgradeStdEnt,Upgrade van Standard naar Enterprise
LicenseServerClass_upgradeCoreStd,Upgrade van Core naar Standard
LicenseServerClass_upgradeOem2Oem1,Upgrade van Prime naar Standard
LicenseServerClassUnknown,Onbekend

AdminPanelLicensingPingText,Even geduld...
AdminPanelLicensingPingSucceeded,Internetverbinding gedetecteerd.
AdminPanelLicensingPingFailed,Internetverbinding niet beschikbaar.
AdminPanelLicensingPrivacyInfoText,Avigilon ontvangt of gebruikt tijdens de activering geen persoonsgegevens. %1% voor meer informatie.
AdminPanelLicensingPrivacyInfoTextDereg,Avigilon ontvangt of gebruikt tijdens de deactivering geen persoonsgegevens. %1% voor meer informatie.
AdminPanelLicensingPrivacyInfoLink,Klik hier
AdminPanelLicensingAutoTitle,Internetactivering
AdminPanelLicensingAutoTitleDereg,Internetdeactivering
AdminPanelLicensingAutoTitleRecommended,Internetactivering (aanbevolen)
AdminPanelLicensingAutoTitleRecommendedDereg,Internetdeactivering (aanbevolen)
AdminPanelLicensingAutoText,Activeer de licentie via internet.  Selecteer dit als de server internetverbinding heeft.
AdminPanelLicensingAutoTextDereg,Deactiveer de licentie via internet.  Selecteer dit als de server internetverbinding heeft.
AdminPanelLicensingManualTitle,Handmatige activering
AdminPanelLicensingManualTitleDereg,Handmatige deactivering
AdminPanelLicensingManualTitleRecommended,Handmatige activering (aanbevolen)
AdminPanelLicensingManualTitleRecommendedDereg,Handmatige deactivering (aanbevolen)
AdminPanelLicensingManualText,Activeer de licentie handmatig.  Selecteer dit als de server geen internetverbinding heeft.
AdminPanelLicensingManualTextDereg,Deactiveer de licentie handmatig.  Selecteer dit als de server geen internetverbinding heeft.
AdminPanelLicensingUpgradeRequired,Er is een Avigilon Control Center 4-licentie gedetecteerd. U moet een upgrade-licentie hebben om Avigilon Control Center 5 uit te voeren.
AdminPanelProductKeyTitle,Productsleutel invoeren
AdminPanelAddLicenseTitle,Licentie toevoegen
AdminPanelRegTitle,Productregistratie
AdminPanelRegCaption,Registreer de volgende gegevens om productnieuws te krijgen.  Registratie is optioneel.\n*Verplichte velden
AdminPanelRegSubmitLabel,Registreren om nieuws te ontvangen
AdminPanelRegDontSubmitLabel,Niet registreren om nieuws te ontvangen
AdminPanelRegFirstNameLabel,*Voornaam:
AdminPanelRegLastNameLabel,*Achternaam:
AdminPanelRegEmailLabel,*E-mailadres:
AdminPanelRegCountryLabel,*Land:
AdminPanelRegStateLabel,Staat:
AdminPanelRegCompanyLabel,Bedrijfsnaam:
AdminPanelRegRequestingTitle,Internetactivering
AdminPanelRegRequestingTitleDereg,Internetdeactivering
AdminPanelRegRequestingText,Bezig met activeren, even geduld...
AdminPanelRegRequestingTextDereg,Bezig met deactiveren, even geduld...
AdminPanelRegRequestingRetryText,Opnieuw proberen
AdminPanelRegActivationFailedTitle,Activeren mislukt
AdminPanelRegActivationFailedTitleDereg,Deactiveren mislukt
AdminPanelRegRegistrationFailedTitle,Registratie mislukt
AdminPanelRegSucceededTitle,Activeren geslaagd
AdminPanelRegSucceededTitleDereg,Deactiveren geslaagd
AdminPanelRegSucceededText,Avigilon Control Center is geactiveerd.
AdminPanelRegSucceededTextDereg,Avigilon Control Center Server is gedeactiveerd.
AdminPanelRegFailedAddingLicense,Er is een fout opgetreden tijdens het toevoegen van de licentie.
AdminPanelRegFailedNetwork,Er is een netwerkfout opgetreden tijdens de activering.  Mogelijk heeft de server heeft geen internetverbinding, of bestaat er een netwerkconfiguratiefout.
AdminPanelRegFailedNetworkDereg,Er is een netwerkfout opgetreden tijdens de deactivering.  Mogelijk heeft de server heeft geen internetverbinding, of bestaat er een netwerkconfiguratiefout.
AdminPanelRegFailedLicenseDereg,Er is een fout opgetreden tijdens het bijwerken van de licentie.
AdminPanelRegRegistrationFailedNetwork,Activeren is geslaagd, maar er is een netwerkfout opgetreden tijdens de registratie.  Mogelijk heeft de server heeft geen internetverbinding, of bestaat er een netwerkconfiguratiefout.
AdminPanelRegManualTitle,Handmatige activering
AdminPanelRegManualTitleDereg,Handmatige deactivering
AdminPanelRegManualCaption,Om de licentie handmatig te activeren, moet u eerst een activeringsbestand genereren en onze website bezoeken op http://activate.avigilon.com (Stap 1).\n\nU wordt gevraagd uw activeringsbestand te uploaden, waarna uw licentiebestand beschikbaar is om te downloaden. Sla dit licentiebestand op en ga volgens Stap 2 te werk om de licentie te activeren.
AdminPanelRegManualExportTitle,Activeringsbestand selecteren
AdminPanelRegManualExportCaption,Selecteer de bestandnaam van het activeringsbestand.
AdminPanelRegManualExportDoneTitle,Activeringsbestand opgeslagen
AdminPanelRegManualExportDoneTitleDereg,Deactiveringsbestand opgeslagen
AdminPanelRegManualExportDoneText,Ga met uw activeringsbestand naar http://activate.avigilon.com om uw licentiebestand te verkrijgen.\n\nZodra u dit licentiebestand hebt, klikt u op Volgende en gaat u te werk volgens Stap 2: Licentiebestand toevoegen om de licentie te activeren.
AdminPanelRegManualExportDoneTextDereg,Ga met uw deactiveringsbestand naar http://activate.avigilon.com om de productsleutel vrij te geven.\n\nZodra de productsleutel is vrijgegeven, kunt u deze op een andere server activeren.
AdminPanelRegManualExportDoneLinkText,%1% om de map met het activeringsbestand te openen.
AdminPanelRegManualExportDoneLinkTextDereg,%1% om de map met het deactiveringsbestand te openen.
AdminPanelRegManualExportDoneLinkLink,Klik hier
AdminPanelRegManualExportError,Er is een fout opgetreden tijdens het genereren van uw activeringsbestand.\nU hebt mogelijk geen schrijfrechten voor de opgegeven map,\nof beheerdersrechten op de computer.
AdminPanelManualExportErrorDereg,Er is een fout opgetreden tijdens het genereren van uw deactiveringsbestand.\nU hebt mogelijk geen schrijfrechten voor de opgegeven map,\nof beheerdersrechten op de computer.
AdminPanelRegManualImportTitle,Licentiebestand importeren
AdminPanelRegManualImportCaption,Selecteer het licentiebestand om te importeren.
AdminPanelRegManualImportRelicas,De licentie(s) met de volgende productsleutels\nis/zijn vervangen: \n\n%1%\n
AdminPanelRegManualImportError,Er is een fout opgetreden tijdens het importeren van het licentiebestand.\nHet bestand is mogelijk geen geldig licentiebestand.
AdminPanelRegManualImportLicenseAlreadyDeactivated,Het licentiebestand kan niet worden toegepast, want het is gedeactiveerd. 
AdminPanelRegManualImportLicenseExpired,Het licentiebestand kan niet worden toegepast, want het is verlopen. 
AdminPanelRegManualImportLicenseTooOld,Het licentiebestand kan niet worden toegepast, want het is ouder dan de momenteel geïnstalleerde licentie. 
AdminPanelRegManualImportMultipleWarnings,De volgende waarschuwingen zijn opgetreden: \n\n%1%\n
AdminPanelRegManualImportConflictingLicensesError,Deze licentie kan niet worden geactiveerd, omdat hij niet overeenkomt met uw huidige licentie-editie. Licenties van verschillende edities kunnen niet worden gecombineerd.\n\nNeem contact op met de technische ondersteuning van Avigilon voor verdere assistentie.
AdminPanelRegDemoCaption,Als u een productsleutel hebt, gaat u verder naar Licentie-activering. Anders kunt u een voor beperkte tijd geldige demonstratie zonder productsleutel activeren.
AdminPanelRegDemoTitle,Demonstratielicentie activeren
AdminPanelRegDemoLicenseButtonTitle,Licentieactivering
AdminPanelRegDemoLicenseButtonMessage,Activeer een productsleutel.
AdminPanelRegDemoDemoButtonTitle,Demonstratie-activering
AdminPanelRegDemoDemoButtonMessage,Activeer een 30 dagen geldige demonstratie zonder productsleutel.
AdminPanelRegEditionCaption,Kies het type demonstratielicentie dat u wilt activeren.
AdminPanelRegEditionTitle,Kies de editie voor demonstratie.

# Deactivation
AdminPanelDeregWizardTitle,Control Center Server deactiveren
AdminPanelDeregManualExportTitle,Deactiveringsbestand selecteren
AdminPanelDeregManualExportCaption,Selecteer de bestandnaam van het deactiveringsbestand.
AdminPanelDeregManualExportDefaultFile,DeactivationFile.key
AdminPanelDeregManualExportError,Er is een fout opgetreden tijdens het genereren van uw deactiveringsbestand.\nU hebt mogelijk geen schrijfrechten voor de opgegeven map,\nof beheerdersrechten op de computer.
AdminPanelProductKeyListTitle,De geïnstalleerde licentie op deze server wordt ingetrokken
AdminPanelProductKeyListCaption,De volgende productsleutels worden op deze server gedeactiveerd.  Bewaar een kopie voor uw archief.
AdminPanelProductKeyListClipboardButton,Naar Klembord kopiëren


# Activation-related strings
WebActivateUnknownException,Activering mislukt (-1). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateNoFile,Activering mislukt (-2). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateActivationFailed,Activering mislukt (-3). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateNoFingerprint,Activering mislukt (-4). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateAlreadyActivatedNoFingerprint,Activering mislukt (-5) (%1%). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateLicenseFileCreateError,Er is een fout opgetreden tijdens de poging om (-6) (%1%) te activeren. Neem contact op met de technische ondersteuning van Avigilon.
WebActivateInvalidProductKey,De productsleutel die is gebruikt om te activeren, is niet geldig (%1%). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateDuplicateProductKey,De productsleutel die is gebruikt om te activeren, heeft een duplicaat (%1%). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateAlreadyActivated,De productsleutel die is gebruikt om te activeren, is al op een andere computer (%1%) geactiveerd. Neem contact op met de technische ondersteuning van Avigilon als de configuratie van uw computer aanzienlijk is gewijzigd.
WebActivateAlreadyExpired,Deze productsleutel is al verlopen (%1%). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateProductKeyCancelled,Deze productsleutel is geannuleerd (%1%). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateProductNotAvailable,Deze productsleutel heeft een functieset die niet meer bestaat (%1%). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateMaxRedownloadsExceeded,De productsleutel die is gebruikt om te activeren, heeft het maximumaantal activeringen overschreden (%1%). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateMaxActivationsExceeded,De productsleutel heeft het maximumaantal activeringen overschreden (%1%).  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateMixedVendor,Kan productsleutels van verschillende leveranciers niet combineren.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateLicenseVersionWrong,De productsleutel kan niet worden geactiveerd met deze versie van ACC (ACC-versie:%1%, licentie voor:%2%).  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateMixedExpiry,Licenties met en zonder verloopdatum kunnen niet samen worden geactiveerd.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateServerClassMax,De productsleutel heeft de bijwerklimiet bereikt voor zijn editie (%1% is %2%. Max toegestaan voor %3% editie is %4%).  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateOnlyUpgrades,Upgrade-productsleutel(s) kan (kunnen) niet worden geactiveerd zonder basislicentie.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateRepeatTrial,Er is al een demoproductsleutel aan deze computer toegewezen.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateMultipeExpiring,Meerdere verlopende productsleutels kunnen niet worden gecombineerd. 
WebActivateWastedUpgrades,Activering geannuleerd om activering van een ongebruikte productsleutel (%1%) te voorkomen.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateServerIdMistmatch,De gebruikte productsleutel(s) hebben meer dan één gekoppelde server-id (%1% versus %2%).  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateNotEnoughUpgrades,De productsleutel(s) kan (kunnen) niet worden geactiveerd, tenzij alle %1% kanalen zijn bijgewerkt naar %2%.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateIncompatibleWithUniversal,Universal-licenties zijn niet compatibel met %1% licenties.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateDemoNotAvailable,Demolicenties momenteel niet beschikbaar.  Neem contact op met de technische ondersteuning van Avigilon.
WebActivateUpgradeKeyCancelled,De versie-upgradesleutel (%1%) is al gebruikt.
WebActivateUpgradeKeyMismatch,De versie-upgradesleutel komt niet overeen met de editie van uw server (verwacht %1%, ontvangen %2%).

# Deactivation-related strings
WebDeactivateMaxDeactivationsExceeded,Maximumaantal deactiveringen voor de licentie is overschreden %1%.  Neem contact op met de technische ondersteuning van Avigilon.
WebDeactivateExpiringDeactivation,Licenties die verlopen, mogen niet worden gedeactiveerd %1%.
WebDeactivateDoubleDeactivation,Server %1% is al gedeactiveerd.
WebDeactivateDeactivateNew,Licentie %1% is niet geactiveerd.
WebDeactivate4x,Deactivering wordt alleen ondersteund voor ACC 5-licenties en hoger.
WebDeactivateNoServerId,Deactiveringsbestand is niet geldig.

# Registration-related strings
WebActivateRegisterInfoNotValidUnknown,Registratie-informatie is niet geldig (-1).
WebActivateRegisterInfoNotValid,Registratie-informatie is niet geldig (-2).
WebActivateRegisterSaveDbFailed,Kon registratie-informatie niet opslaan (-3). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateRegisterNoLicenseToAssociate,Kon registratie-informatie niet opslaan (-4). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateRegisterLicenseUpdateFailed,Kon registratie-informatie niet opslaan (-5). Neem contact op met de technische ondersteuning van Avigilon.
WebActivateRegisterUnknownException,Kon registratie-informatie niet opslaan (-6). Neem contact op met de technische ondersteuning van Avigilon.

# 4.12 data present strings
AdminPanel412DataPresent,Niet-compatibele opname- en configuratiegegevens gedetecteerd. Als u doorgaat worden alle instellingen voor opgenomen gegevens en configuratie verwijderd. Weet u zeker dat u wilt doorgaan?
AdminPanel412DataPresentCaption,Niet-compatibele gegevens gedetecteerd
AdminPanel412DataFailedToClear,Kon bestaande Avigilon Control Center-gegevens niet verwijderen; sluit alle toepassingen en voer de Admin Panel opnieuw uit.
AdminPanel412DataFailedToClearCaption,Kon gegevens niet wissen

#################################################
# Network strings
#################################################

AdminPanelNetworkSettingsTitle,Netwerk
AdminPanelNetworkSettingsTitle,Netwerk
AdminPanelNetworkPortChangedRestartMessage,De nieuwe basispoort wordt pas van kracht als Control Center Server opnieuw is opgestart.\nControl Center Server nu opnieuw opstarten?
AdminPanelNetworkPortInvalidMessage,Het poortnummer moet tussen %1% en %2% liggen.
AdminPanelTcpGroupLabel,TCP-poorten
AdminPanelServicePortsGroupLabel,Servicepoorten
AdminPanelTcpBaseLabel,Basis-TCP-poort:
AdminPanelServicePortBaseLabel,Basispoort:
AdminPanelHttpPortLabel,HTTP-poort:
AdminPanelHttpsPortLabel,HTTPS-poort:
AdminPanelServicePortUdpLabel,UDP-poort:
AdminPanelTcpUsageLabel,Bereik TCP-poort:
AdminPanelWebClientPortLabel,Webbrowsertoegang:
AdminPanelWebClientUrlLabel,http://server.ip.address:%1%/
AdminPanelServicePortWarning,Servicepoorten moet toegankelijk zijn voor de client.
AdminPanelTcpForwardWarning,Het TCP-poortbereik moet toegankelijk zijn voor de client.
AdminPanelRtpGroupLabel,RTP-poorten
AdminPanelUdpBaseLabel,Basis-UDP-poort:
AdminPanelUdpPortsLabel,UDP-poorten:



#################################################
# Storage strings
#################################################


AdminPanelVolumeManagementTitle,Opslag
AdminPanelAddVolumeText,Gegevensvolume toevoegen
AdminPanelEditVolumeText,Volumegrootte wijzigen
AdminPanelAddVolumeLabel,Gegevensvolumegrootte:
AdminPanelEditVolumeLabel,Gegevensvolumegrootte:
AdminPanelAddVolumeTooBigError,Het station heeft slechts ruimte voor een %1% GB-volume.\n\nKan geen %2% GB-volume toevoegen.
AdminPanelAddVolumeTooSmallError,Het gegevensvolume moet ten minste %1% GB zijn.
AdminPanelEditVolumeTooBigError,Het station heeft slechts ruimte voor een %1% GB-volume.\n\nKan grootte niet wijzigen naar %2% GB.
AdminPanelEditVolumeTooSmallError,Het gegevensvolume moet ten minste %1% GB zijn.
AdminPanelVolumeSizeSuffix,GB
AdminPanelVolumeInUseError,Opslagconfiguratie kan niet worden bewerkt terwijl Control Center Server wordt uitgevoerd.

AdminPanelVolumeNoUsableSetupText,Er is op geen enkel station genoeg vrije ruimte om Avigilon Control Center te configureren.\nZorg dat ten minste één station geformatteerd is als NTSF en ten minste 15 GB vrije ruimte heeft.
AdminPanelVolumeDatafile,%1$.1f GB gegevens
AdminPanelVolumeFreeSpace,%1$.1f GB vrij
AdminPanelVolumeUsedSpace,%1$.1f GB gebruikt
AdminPanelVolumePrimary,Primaire gegevensvolume
AdminPanelVolumeConfig,Config-volume
AdminPanelVolumeSecondary,Secundaire gegevensvolume
AdminPanelVolumeBadFilesystem,Volume is %1%, herformatteer als NTSF om te gebruiken.
AdminPanelVolumeMissingDrive,Dit gegevensvolume ontbreekt op het systeem en kan niet worden gebruikt.
AdminPanelVolumeAddDataFile,Gegevensvolume toevoegen...
AdminPanelVolumeEditDataFile,Volumegrootte wijzigen...
AdminPanelVolumeRemoveDataFile,Gegevensvolume verwijderen
AdminPanelVolumeSetPrimaryVolume,Primaire gegevensvolume instellen
AdminPanelVolumeSetConfigVolume,Config-volume instellen
AdminPanelVolumeClearStorage,Alle gegevens wissen
AdminPanelVolumeClearStoragePrompt,Hierdoor worden alle configuratie-instellingen en gegevens verwijderd.\n\nWeet u zeker dat u wilt doorgaan?
AdminPanelVolumeNoDataFileError,U moet ten minste één station als gegevensvolume selecteren.
AdminPanelVolumeNoPrimaryVolumeError,Eén station moet worden geselecteerd als een primair gegevensvolume.
AdminPanelVolumeNoConfigVolumeError,Eén station moet worden geselecteerd als het config-volume.
AdminPanelVolumePreviousConfigCaption,Er is een eerdere opslagconfiguratie gedetecteerd.  Deze configuratie kan zijn achtergelaten dor een eerdere installatie.\n\nSelecteer een van de volgende opties:
AdminPanelVolumePreviousConfigYesTitle,Deze configuratie gebruiken
AdminPanelVolumePreviousConfigNoTitle,Nieuwe configuratie maken
AdminPanelVolumePreviousConfigSeeNextTitle,Zie volgende gevonden configuratie

#################################################
# Backup strings
#################################################

AdminPanelBackupSettingsButtonTitle,Archief
AdminPanelBackupSettingsTitle,Archief
AdminPanelBackupSettingsEnabledLabel,Archiveren inschakelen
AdminPanelBackupSettingsPathLabel,Archiefmap:
AdminPanelBackupSettingsEmptyPathError,U moet een archiefmap specificeren.
AdminPanelBackupSettingsInvalidPathError,De archiefmap '%1%'\nis niet geldig.


#################################################
# Web Link Properties
#################################################
WebLinkPropertiesPanelTitle,Eigenschappen webpagina
WebLinkPropertiesPanelLocation,Locatie:
WebLinkPropertiesPanelDescription,Beschrijving:
WebLinkPropertiesPanelZoomLevel,Zoomniveau:
WebLinkPropertiesDefaultLocation,http://
WebLinkDefaultName,Nieuwe webpagina
WebLinkCreateWebLinkText,Nieuwe webpagina...
WebLinkInvalidError,Een plattegrond moet een naam en een URL bevatten. 

#################################################
# Player strings
#################################################

OpenFileCommandToolbarText,Openen
OpenFileCommandToolTip,Een bestand openen
ShowAuthenticationFormCommandText,Beelden verifiëren...
ShowAuthenticationFormCommandToolTip,Beelden verifiëren
AuthenticationFormTitle,Beelden verifiëren
AuthenticationFormAuthenticatingTitle,Bezig met beelden verifiëren...
AuthenticationFormAuthenticatingText,%1% beelden authentiek\n%2% beelden beschadigd
AuthenticationFormDoneValid,Alle beelden zijn authentiek
AuthenticationFormDoneInvalid,Sommige beelden zijn beschadigd
AuthenticationFormDoneUnknownTitle,Verificatie niet ondersteund
AuthenticationFormDoneUnknownText,Dit bestand ondersteunt geen beeldverificatie.
AuthenticationFormDoneCancelled,Verificatie geannuleerd
AuthenticationFormError,Er is een fout opgetreden tijdens het valideren van het bestand.
RepeatButtonTooltip,Terugspelen in lus


#################################################
# Service strings
#################################################

ServiceDescription,Avigilon Control Center Server-software.
ServiceNotInstalledText,Avigilon Control Center is niet goed geïnstalleerd.  Installeer opnieuw en start uw computer opnieuw op.

#################################################
# Camera Installation Tool Strings
#################################################

CameraInstallerStartupWaitText,Bezig met zoeken naar camera's...
CameraInstallerUpgradingWaitText,Bezig met camera bijwerken...
CameraInstallerUpgradingCloseMessage,De Avigilon Camera Installation Tool kan niet worden afgesloten\nterwijl een camera wordt bijgewerkt.\nHet bijwerken is over een paar minuten klaar.
CameraInstallerDaemonErrorText,Er is een fout opgetreden tijdens het starten van de installatietool-daemon.\nAvigilon Control Center is niet juist geïnstalleerd.  Installeer opnieuw en start de camera-installatietool opnieuw op.
ConnectToDeviceCommandText,Met camera verbinden:
ConnectToDeviceCommandToolTip,Met camera verbinden
ConnectToDeviceLabel,Camera om weer te geven:
ConnectToDeviceUpgradingError,Kan weergegeven camera niet wijzigen terwijl een camera wordt bijgewerkt.\nHet bijwerken is over een paar minuten klaar.
ConnectToDeviceCurrentCameraText,Momenteel verbonden camera:
ConnectToDeviceSelectedGroupLabel,Geselecteerde camera:
NetworkSetupCommandText,Cameranetwerkinstellingen wijzigen... Cameranetwerkinstellingen wijzigen
NetworkSetupCommandToolTip,Cameranetwerkinstellingen wijzigen
CameraInstallerDaemonRunning,Avigilon Camera Installation Tool kan niet worden uitgevoerd terwijl Control Center Server, of\neen ander exemplaar van de camera-installatietool wordt uitgevoerd.
ImageCompressionSetupCommandText,Instellingen voor beeldcompressie wijzigen...
ImageCompressionSetupCommandToolTip,Instellingen voor beeldcompressie wijzigen...
ImageAcquisitionSetupCommandText,Beeld- en weergave-instellingen wijzigen...
ImageAcquisitionSetupCommandToolTip,Beeld- en weergave-instellingen wijzigen...


#################################################
# Error handling strings
#################################################

# These strings are prepended and appended onto the actual error string, if
# an error happens while the system is starting up.  These errors are things that
# might happen if the system is not configured properly (database version mismatch, for instance)
StartupErrorTextPrefix,De volgende fout is opgetreden terwijl Avigilon Control Center werd opgestart:
StartupErrorTextSuffix,Neem contact op met uw systeembeheerder.

LicenseShutdownText,De Avigilon Control Center-licentie is verlopen.  Wordt afgesloten over %1% seconden.


#################################################
# Exit Program strings
#################################################

ExitProgramCommandText,Afsluiten
ExitProgramCommandToolTip,Afsluiten
ExitProgramPrompt,Avigilon Control Center afsluiten?
ExitProgramPrompt.Client,Control Center Client afsluiten?
ExitProgramPrompt.Player,Control Center Player afsluiten?
ExitProgramPrompt.VirtualMatrix,Virtual Matrix Application afsluiten?
ShutdownFormText,Avigilon Control Center wordt afgesloten.\nEven geduld.
ShutdownFormText.Client,Avigilon Control Center Client wordt afgesloten.\nEven geduld.
ShutdownFormText.VirtualMatrix,Avigilon Virtual Matrix Application wordt afgesloten.\nEven geduld.

#################################################
# Misc Strings
#################################################

RtfFileNotFoundException,Kan bestand %1% niet vinden
PrePostBufferSecondsSuffix,seconden
TextBoxCopyMenuItem,Kopiëren
ConflictingDataRenamingScheme,%1% (%2%)

#################################################
# Server Initialization Error Strings
#################################################

DatabaseVersionOld,De config-volumeversie is niet compatibel. Neem contact op met Avigilon om uw config-volume bij te werken.
DatabaseVersionSwOld,De softwareversie is oud; werk de software bij
LicenseKeyExpiredText,Uw licentiesleutel is verlopen. Voer de licentieverleningstoepassing uit om een nieuwe sleutel in te voeren.
LicenseKeyInvalidText,Uw licentiesleutel is ongeldig. Voer de licentieverleningstoepassing uit om een nieuwe sleutel in te voeren.
ConfigInvalidString,De waarde %1% is ongeldig voor config-item bij %2%
ConfigInvalidStringReason,De waarde %1% is ongeldig voor config-item bij %2%: %3%
ConfigInvalidMinMax,De waarde %1% is ongeldig voor het config-item bij %2%, het geldige waardenbereik is %3%
ConfigInvalidSet,De waarde %1% is ongeldig voor config-item bij %2%; de geldige waarden zijn: %3%
ConfigNotFound,Kan het configuratiebestand %1% niet vinden. De toepassing kan niet worden uitgevoerd zonder geldig configuratiebestand.


#################################################
# HTTP Server Response Strings
#################################################

HttpResponseNotAllowed,Verzoek niet toegestaan.
HttpResponseExpectationFailed,Niet aan verwachting voldaan.
HttpResponseBadRequest,Ongeldige HTTP-aanvraag.
HttpResponseInternalNotFound,Kon de aangevraagde URL '%1%' niet op de server vinden.

#################################################
# Audio Selection Strings
#################################################

AudioFileSelectorPlayToolTip,Geluid afspelen
AudioFileSelectorPlayError,Er is een fout opgetreden bij het afspelen van het geluid.\n\nHet geluidsbestand bestaat mogelijk niet of is beschadigd.

#################################################
# Site Editor Strings
#################################################


SiteEditorRemoveButtonToolTip,Sitemap verwijderen
SiteEditorAddGroupButtonToolTip,Sitemap toevoegen
SiteEditorRemoveButtonTitle,Verwijderen
SiteEditorAddGroupButtonTitle,Toevoegen
SiteEditorUpButtonToolTip,Omhoog verplaatsen
SiteEditorDownButtonToolTip,Omlaag verplaatsen
SiteEditorLeftButtonToolTip,Naar links verplaatsen
SiteEditorRightButtonToolTip,Naar rechts verplaatsen
SiteEditorDefaultGroup,Nieuwe site
SiteEditorSort,Site sorteren


#################################################
# Controlset Audit Strings
#################################################

AcquisitionDeviceParamsCI_CustomLinearRGBColourGain,aangepaste witbalans
AcquisitionDeviceParamsCI_AutoWhiteBalanceEnable,automatische witbalans inschakelen
AcquisitionDeviceParamsCI_SharpeningAmount,verscherpen
AcquisitionDeviceParamsCI_Brightness,helderheid
AcquisitionDeviceParamsCI_ColourSaturation,kleurverzadiging
AcquisitionDeviceParamsCI_Contrast,contrast
AcquisitionDeviceParamsCI_IllumSyncFreq,Beeldflikkerregeling
AcquisitionDeviceParamsCI_RoiRect,beeldafmetingen
AcquisitionDeviceParamsCI_NightMode,IR-sperfilter
AcquisitionDeviceParamsCI_IrisMode,iris
AcquisitionDeviceParamsCI_EnConstExposure,automatische belichting inschakelen
AcquisitionDeviceParamsCI_ConstExposure_ns,constante belichtingstijd
AcquisitionDeviceParamsCI_MinAutoExposure_ns,minimumbelichtingstijd
AcquisitionDeviceParamsCI_MaxAutoExposure_ns,maximumbelichtingstijd
AcquisitionDeviceParamsCI_EnRelHistRange,tegenlichtcompensatie inschakelen
AcquisitionDeviceParamsCI_RelHistRange,tegenlichtcompensatie
AcquisitionDeviceParamsCI_WideDynamicRange,breed dynamisch bereik
AcquisitionDeviceParamsCI_EnWideDynamicRange,breed dynamisch bereik ingeschakeld
AcquisitionDeviceParamsCI_ExposureFpsLimited,beeldprioriteit
AcquisitionDeviceParamsCI_EnBothFields,volledige resolutie
AcquisitionDeviceParamsCI_EnAutoGain,automatische versterking inschakelen
AcquisitionDeviceParamsCI_MinAutoGain,minimum automatische versterking
AcquisitionDeviceParamsCI_MaxAutoGain,maximum automatische versterking
AcquisitionDeviceParamsCI_ConstGain,constante versterking
AcquisitionDeviceParamsCI_EnAutoFocus,automatisch scherpstellen inschakelen
AcquisitionDeviceParamsCI_NearAutoFocusLimit_m,automatisch scherpstellen grenswaarde nabij
AcquisitionDeviceParamsCI_FarAutoFocusLimit_m,automatisch scherpstellen grenswaarde veraf
AcquisitionDeviceParamsCI_ManualFocus,handmatig scherpstellen
AcquisitionDeviceParamsCI_ManualFocusSpeed,snelheid handmatig scherpstellen
AcquisitionDeviceParamsCI_FocusAdjIrIllumType,scherpstellen
