#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Kapat
WebActivateRegisterLicenseUpdateFailed,Kayıt bilgileri kaydedilemedi (-5). Lütfen Avigilon Teknik Destek ile temasa geçin.
WebActivateRegisterUnknownException,Kayıt bilgileri kaydedilemedi (-6). Lütfen Avigilon Teknik Destek ile temasa geçin.

# 4.12 data present strings
AdminPanel412DataPresent,Uyumsuz kayıt ve yapılandırma verileri algılandı. Devam edildiğinde, tüm kayıtlı veri ve yapılandırma ayarları silinecektir. Devam etmek istediğinizden emin misiniz?
AdminPanel412DataPresentCaption,Uyumsuz Veri Algılandı
AdminPanel412DataFailedToClear,Mevcut Avigilon Kontrol Merkezi verileri silinemedi, lütfen tüm uygulamaları kapatın ve Yönetici Panelini tekrar çalıştırın.
AdminPanel412DataFailedToClearCaption,Veriler temizlenemedi

#################################################
# Network strings
#################################################

AdminPanelNetworkSettingsTitle,Ağ
AdminPanelNetworkSettingsTitle,Ağ
AdminPanelNetworkPortChangedRestartMessage,Yeni temel port ancak Kontrol Merkezi Sunucusu tekrar başlatılınca etkinleşecektir.\nKontrol Merkezi Sunucusu şimdi tekrar başlatılsın mı?
AdminPanelNetworkPortInvalidMessage,Bağlantı noktası numarası %1% ve %2% arasında olmalıdır.
AdminPanelTcpGroupLabel,TCP Portları
AdminPanelServicePortsGroupLabel,Servis Portları
AdminPanelTcpBaseLabel,Temel TCP Portu:
AdminPanelServicePortBaseLabel,Temel Port:
AdminPanelHttpPortLabel,HTTP Portu:
AdminPanelHttpsPortLabel,HTTPS Portu:
AdminPanelServicePortUdpLabel,UDP Portu:
AdminPanelTcpUsageLabel,TCP Portu Aralığı:
AdminPanelWebClientPortLabel,Web Tarayıcısı Erişimi:
AdminPanelWebClientUrlLabel,http://server.ip.address:%1%/
AdminPanelServicePortWarning,Servis Portlarının istemci tarafından erişilebilir olması gerekir.
AdminPanelTcpForwardWarning,TCP portu aralığı istemci tarafından erişilebilir olmalıdır.
AdminPanelRtpGroupLabel,RTP Portları
AdminPanelUdpBaseLabel,Temel UDP Portu:
AdminPanelUdpPortsLabel,UDP Portları:



#################################################
# Storage strings
#################################################


AdminPanelVolumeManagementTitle,Depolama
AdminPanelAddVolumeText,Veri Hacmi Ekleyin
AdminPanelEditVolumeText,Hacim Boyutunu Değiştirin
AdminPanelAddVolumeLabel,Veri hacmi boyutu:
AdminPanelEditVolumeLabel,Veri hacmi boyutu:
AdminPanelAddVolumeTooBigError,Sürücüde sadece %1% GB hacim için yer var.\n\n%2% GB'lık bir veri hacmi eklenemez.
AdminPanelAddVolumeTooSmallError,Veri hacmi en az %1% GB olmalı.
AdminPanelEditVolumeTooBigError,Sürücüde sadece %1% GB hacim için yer var.\n\n%2% GB olarak yeniden boyutlandırılamaz.
AdminPanelEditVolumeTooSmallError,Veri hacmi en az %1% GB olmalı.
AdminPanelVolumeSizeSuffix,GB
AdminPanelVolumeInUseError,Kontrol Merkezi Sunucusu çalışırken depolama yapılandırması düzenlenemez.

AdminPanelVolumeNoUsableSetupText,Sürücülerde Avigilon Kontrol Merkezi'ni yapılandırmak için yeterli boş alan yok.\nEn azından bir sürücünün NTFS olarak formatlandığından ve en az 15 GB boş alanı olduğundan emin olun.
AdminPanelVolumeDatafile,%1$.1f GB Veri
AdminPanelVolumeFreeSpace,%1$.1f GB Boş
AdminPanelVolumeUsedSpace,%1$.1f GB Kullanılan
AdminPanelVolumePrimary,Ana Veri Hacmi
AdminPanelVolumeConfig,Yapılandırma Hacmi
AdminPanelVolumeSecondary,İkincil Veri Hacmi
AdminPanelVolumeBadFilesystem,Hacim %1%, kullanmak için NTFS olarak yeniden formatlayın.
AdminPanelVolumeMissingDrive,Bu veri hacmi sistemde eksik ve kullanılamaz.
AdminPanelVolumeAddDataFile,Veri hacmi ekleyin...
AdminPanelVolumeEditDataFile,Hacim boyutunu değiştirin...
AdminPanelVolumeRemoveDataFile,Veri hacmini silin
AdminPanelVolumeSetPrimaryVolume,Ana Veri hacmini ayarlayın
AdminPanelVolumeSetConfigVolume,yapılandırma hacmini ayarlayın
AdminPanelVolumeClearStorage,Tüm verileri silin
AdminPanelVolumeClearStoragePrompt,Bu işlem bütün yapılandırma ayarlarını ve verilerini silecek.\n\nDevam etmek istediğinizden emin misiniz?
AdminPanelVolumeNoDataFileError,Veri hacmi olarak en azından bir sürücü seçilmeli.
AdminPanelVolumeNoPrimaryVolumeError,Ana veri hacmi olarak bir sürücü seçilmeli.
AdminPanelVolumeNoConfigVolumeError,Yapılandırma hacmi olarak bir sürücü seçilmeli.
AdminPanelVolumePreviousConfigCaption,Önceki bir depolama yapılandırması algılandı.  Bu yapılandırma önceki bir kurulumdan kalmış olabilir.\n\nLütfen şu seçeneklerden birini seçin:
AdminPanelVolumePreviousConfigYesTitle,Bu yapılandırmayı kullan
AdminPanelVolumePreviousConfigNoTitle,Yeni yapılandırma oluştur
AdminPanelVolumePreviousConfigSeeNextTitle,Bir Sonraki Bulunan Yapılandırmayı Görün

#################################################
# Backup strings
#################################################

AdminPanelBackupSettingsButtonTitle,Arşivle
AdminPanelBackupSettingsTitle,Arşivleme
AdminPanelBackupSettingsEnabledLabel,Arşivlemeyi Etkinleştir
AdminPanelBackupSettingsPathLabel,Arşiv Klasörü:
AdminPanelBackupSettingsEmptyPathError,Arşiv klasörü belirtilmelidir.
AdminPanelBackupSettingsInvalidPathError,Arşiv klasörü '%1%'\ geçerli değil.


#################################################
# Web Link Properties
#################################################
WebLinkPropertiesPanelTitle,Web Sayfası Özellikleri
WebLinkPropertiesPanelLocation,Konum:
WebLinkPropertiesPanelDescription,Tanım:
WebLinkPropertiesPanelZoomLevel,Zoom düzeyi:
WebLinkPropertiesDefaultLocation,http://
WebLinkDefaultName,Yeni Web Sayfası
WebLinkCreateWebLinkText,Yeni Web Sayfası...
WebLinkInvalidError,Bir web sayfasının bir adı ve URL'si olmalıdır. 

#################################################
# Player strings
#################################################

OpenFileCommandToolbarText,Aç...
OpenFileCommandToolTip,Bir Sayfa Aç
ShowAuthenticationFormCommandText,Görüntülerin Kimliğini Doğrula...
ShowAuthenticationFormCommandToolTip,Görüntülerin Kimliğini Doğrula
AuthenticationFormTitle,Görüntülerin Kimliğini Doğrula
AuthenticationFormAuthenticatingTitle,Görüntülerin Kimliği Doğrulanıyor...
AuthenticationFormAuthenticatingText,%1% görüntü doğrulandı\n%2% görüntü bozuk
AuthenticationFormDoneValid,Tüm görüntüler doğrulandı
AuthenticationFormDoneInvalid,Kimi görüntüler bozuk
AuthenticationFormDoneUnknownTitle,Doğrulama Desteklenmiyor
AuthenticationFormDoneUnknownText,Bu dosya görüntü doğrulamasını desteklemiyor.
AuthenticationFormDoneCancelled,Kimlik Doğrulama iptal edildi
AuthenticationFormError,Dosyayı doğrularken bir hata oluştu.
RepeatButtonTooltip,Döngünün Kayıttan Yürütülmesi


#################################################
# Service strings
#################################################

ServiceDescription,Avigilon Kontrol Merkezi Sunucu Yazılımı.
ServiceNotInstalledText,Avigilon Kontrol Merkezi kurulumu doğru şekilde yapılmadı.  Lütfen yeniden kurulum yapın ve bilgisayarınızı yeniden başlatın.

#################################################
# Camera Installation Tool Strings
#################################################

CameraInstallerStartupWaitText,Kameralar aranıyor...
CameraInstallerUpgradingWaitText,Kamera sürümü yükseltiliyor...
CameraInstallerUpgradingCloseMessage,Kamera sürümü yükseltilirken Avigilon Kamera Kurulum Aracı\nkapatılamadı.\nSürüm yükseltme işlemi bir kaç dakika içinde tamamlanacak.
CameraInstallerDaemonErrorText,Kurulum yazılımını başlatırkan bir hata meydana geldi.\nAvigilon Kontrol Merkezi düzgün yüklenmedi.  Lütfen kamera kurulum aracını yeniden kurun ve yeniden başlatın.
ConnectToDeviceCommandText,Kameraya Bağlan:
ConnectToDeviceCommandToolTip,Kameraya Bağlan
ConnectToDeviceLabel,Görüntülenecek Kamera:
ConnectToDeviceUpgradingError,Kamera sürümü yükseltilirken görüntülenen kamera değiştirilemiyor.\nSürüm yükseltme işlemi bir kaç dakika içinde tamamlanacak.
ConnectToDeviceCurrentCameraText,Şu Anda Bağlanılan Kamera:
ConnectToDeviceSelectedGroupLabel,Seçilen Kamera:
NetworkSetupCommandText,Kamera Ağ Ayarlarını Değiştir...
NetworkSetupCommandToolTip,Kamera Ağ Ayarlarını Değiştir
CameraInstallerDaemonRunning,Kontrol Merkezi Sunucusu veya\nKamera Kurulum Aracının başka bir kopyası çalışırken Avigilon Kamera Kurulum Aracı çalıştırılamıyor.
ImageCompressionSetupCommandText,Görüntü Sıkıştırma Ayarlarını Değiştir...
ImageCompressionSetupCommandToolTip,Görüntü Sıkıştırma Ayarlarını Değiştir...
ImageAcquisitionSetupCommandText,Görüntü ve Ekran Ayarlarını Değiştir...
ImageAcquisitionSetupCommandToolTip,Görüntü ve Ekran Ayarlarını Değiştir...


#################################################
# Error handling strings
#################################################

# These strings are prepended and appended onto the actual error string, if
# an error happens while the system is starting up.  These errors are things that
# might happen if the system is not configured properly (database version mismatch, for instance)
StartupErrorTextPrefix,Avigilon Kontrol Merkezi başlarken aşağıdaki hata oluştu:
StartupErrorTextSuffix,Lütfen sistem yöneticisiyle temasa geçin.

LicenseShutdownText,Avigilon Kontrol Merkezi lisansının süresi dolmuş.  %1% saniye içinde kapanacak.


#################################################
# Exit Program strings
#################################################

ExitProgramCommandText,Çıkış
ExitProgramCommandToolTip,Çıkış
ExitProgramPrompt,Avigilon Kontrol Merkezi'nden çıkılsın mı?
ExitProgramPrompt.Client,Kontrol Merkezi İstemcisi'nden çıkılsın mı?
ExitProgramPrompt.Player,Kontrol Merkezi Oynatıcısı'ndan çıkılsın mı?
ExitProgramPrompt.VirtualMatrix,Sanal Matris Uygulaması'ndan çıkılsın mı?
ShutdownFormText,Avigilon Kontrol Merkezi kapanıyor.\nLütfen bekleyin.
ShutdownFormText.Client,Avigilon Kontrol Merkezi kapanıyor.\nLütfen bekleyin.
ShutdownFormText.VirtualMatrix,Avigilon Sanal Matris Uygulaması kapanıyor.\nLütfen bekleyin.

#################################################
# Misc Strings
#################################################

RtfFileNotFoundException,%1% dosyası bulunamadı
PrePostBufferSecondsSuffix,saniye
TextBoxCopyMenuItem,Kopyala
ConflictingDataRenamingScheme,%1% (%2%)

#################################################
# Server Initialization Error Strings
#################################################

DatabaseVersionOld,Yapılandırma hacim sürümü uygun değil. Lütfen yapılandırma hacminizin sürümünü yükseltmek için Avigilon ile iletişim kurun.
DatabaseVersionSwOld,Yazılım sürümü eski, lütfen yazılım sürümünü yükseltin
LicenseKeyExpiredText,Lisans Anahtarınızın süresi sona erdi. Yeni bir anahtar girmek için lütfen Lisansör Uygulamasını çalıştırın.
LicenseKeyInvalidText,Lisans Anahtarınız geçersiz. Yeni bir anahtar girmek için lütfen Lisansör Uygulamasını çalıştırın.
ConfigInvalidString,%1% değeri %2%'deki yapılandırma nesnesi için geçersiz
ConfigInvalidStringReason,%1% değeri %2%'deki yapılandırma nesnesi için geçersiz: %3%
ConfigInvalidMinMax,%1% değeri %2%'deki yapılandırma nesnesi için geçersiz, değerlerin geçerli aralığı %3%
ConfigInvalidSet,%1% değeri %2%'deki yapılandırma nesnesi için geçersiz, geçerli değerler: %3%
ConfigNotFound,%1% yapılandırma dosyası konumlandırılamadı. Uygulama geçerli bir yapılandırma dosyası olmadan çalıştırılamıyor.


#################################################
# HTTP Server Response Strings
#################################################

HttpResponseNotAllowed,Talebe izin yok.
HttpResponseExpectationFailed,Beklenti başarısız.
HttpResponseBadRequest,Kötü HTTP talebi.
HttpResponseInternalNotFound,Talep edilen URL '%1%' sunucuda bulunamadı.

#################################################
# Audio Selection Strings
#################################################

AudioFileSelectorPlayToolTip,Ses Çal
AudioFileSelectorPlayError,Ses çalarken bir hata meydana geldi.\n\nSes dosyası mevcut olmayabilir veya bozuk olabilir.

#################################################
# Site Editor Strings
#################################################


SiteEditorRemoveButtonToolTip,Site Klasörünü Kaldır
SiteEditorAddGroupButtonToolTip,Site Klasörü Ekle
SiteEditorRemoveButtonTitle,Kaldır
SiteEditorAddGroupButtonTitle,Ekle
SiteEditorUpButtonToolTip,Yukarı Kaydır
SiteEditorDownButtonToolTip,Aşağı Kaydır
SiteEditorLeftButtonToolTip,Sola Kaydır
SiteEditorRightButtonToolTip,Sağa Kaydır
SiteEditorDefaultGroup,Yeni Tesis
SiteEditorSort,Bölgeyi Sırala


#################################################
# Controlset Audit Strings
#################################################

AcquisitionDeviceParamsCI_CustomLinearRGBColourGain,kişiye özel beyaz dengesi
AcquisitionDeviceParamsCI_AutoWhiteBalanceEnable,otomatik beyaz dengesini devreye sok
AcquisitionDeviceParamsCI_SharpeningAmount,keskinleştirme
AcquisitionDeviceParamsCI_Brightness,parlaklık
AcquisitionDeviceParamsCI_ColourSaturation,renk doygunluğu
AcquisitionDeviceParamsCI_Contrast,kontrast
AcquisitionDeviceParamsCI_IllumSyncFreq,titreşim kontrolü
AcquisitionDeviceParamsCI_RoiRect,görüntü boyutları
AcquisitionDeviceParamsCI_NightMode,IR cut filter
AcquisitionDeviceParamsCI_IrisMode,iris
AcquisitionDeviceParamsCI_EnConstExposure,otomatik pozlandırma etkinleştir
AcquisitionDeviceParamsCI_ConstExposure_ns,sürekli pozlandırma süresi
AcquisitionDeviceParamsCI_MinAutoExposure_ns,minimum pozlandırma süresi
AcquisitionDeviceParamsCI_MaxAutoExposure_ns,maksimum pozlandırma süresi
AcquisitionDeviceParamsCI_EnRelHistRange,arka ışıklandırma telafisini devreye sok
AcquisitionDeviceParamsCI_RelHistRange,arka ışıklandırma telafisi
AcquisitionDeviceParamsCI_WideDynamicRange,geniş dinamik aralık
AcquisitionDeviceParamsCI_EnWideDynamicRange,geniş dinamik aralık etkinleştirildi
AcquisitionDeviceParamsCI_ExposureFpsLimited,görüntü önceliği
AcquisitionDeviceParamsCI_EnBothFields,tam çözünürlük
AcquisitionDeviceParamsCI_EnAutoGain,otomatik kazancı devreye sok
AcquisitionDeviceParamsCI_MinAutoGain,minimum otomatik kazanç
AcquisitionDeviceParamsCI_MaxAutoGain,maksimum otomatik kazanç
AcquisitionDeviceParamsCI_ConstGain,sürekli kazanç
AcquisitionDeviceParamsCI_EnAutoFocus,otomatik odaklanmayı etkinleştir
AcquisitionDeviceParamsCI_NearAutoFocusLimit_m,otomatik odaklanma yakın limiti
AcquisitionDeviceParamsCI_FarAutoFocusLimit_m,otomatik odaklanma uzak limiti
AcquisitionDeviceParamsCI_ManualFocus,manuel odak
AcquisitionDeviceParamsCI_ManualFocusSpeed,manuel odak hızı
AcquisitionDeviceParamsCI_FocusAdjIrIllumType,odak
AcquisitionDeviceParamsCI_ImageRotation,görüntü çevir
AcquisitionDeviceParamsCI_MinAutoIris_db,minimum otomatik iris
AcquisitionDeviceParamsCI_MaxAutoIris_db,maksimum otomatik iris
AcquisitionDeviceParamsCI_ConstIris_db,iris
		
BandwidthDeviceParamsCI_ActualFrameRate,görüntü hızı
BandwidthDeviceParamsCI_ActualBitrate_kbps,bit hızı

CameraDeviceParamsCI_MotionMask,hareket algılama parametreleri
CameraDeviceParamsCI_PreMotionRecTime_s,hareket öncesi kayıt süresi
CameraDeviceParamsCI_PostMotionRecTime_s,hareket kayıt süresi

AnalyticsDeviceParamsCI_MotionEvent,analiz tabanlı hareket algılama olayı
AnalyticsDeviceParamsCI_MotionRoi,analiz tabanlı hareket algılama alanı
AnalyticsDeviceParamsCI_Events,analiz algılama olayları
AnalyticsDeviceParamsCI_Rois,analiz algılama alanları

CompressionDeviceParamsCI_CompressionType,görüntü sıkıştırma formatı
CompressionDeviceParamsCI_RequestedFrameRate,çerçeve hızı
CompressionDeviceParamsCI_ActualFrameRate,çerçeve hızı
CompressionDeviceParamsCI_ImageQuality,görüntü kalitesi
CompressionDeviceParamsCI_EnBothFields,tam çözünürlük
CompressionDeviceParamsCI_EnConstBitrate,sürekli bit hızı devrede
CompressionDeviceParamsCI_ConstBitrate,sürekli bit hızı değeri
CompressionDeviceParamsCI_MaxBitrate,maksimum bit hızı
CompressionDeviceParamsCI_BitratePriority,bit hızı önceliği
CompressionDeviceParamsCI_KeyFrameInterval,anahtar çerçeve aralığı
CompressionDeviceParamsCI_KeyFrameIntervalFrames,anahtar çerçeve aralığı
CompressionDeviceParamsCI_Resolution,görüntü çözünürlüğü
CompressionDeviceParamsCI_EnMultiStreaming,çoklu akışı etkinleştir

DigitalInputDeviceParamsCI_DigitalInputName,dijital giriş adı
DigitalInputDeviceParamsCI_DigitalInputActiveHigh,dijital giriş devre durumu
DigitalInputDeviceParamsCI_DigitalInputMaxEventDuration_ms,dijital giriş kayıt süresi
DigitalInputDeviceParamsCI_DigitalInputPreRecordTime_s,dijital giriş olay öncesi kayıt süresi
DigitalInputDeviceParamsCI_DigitalInputPostRecordTime_s,dijital giriş olay sonrası kayıt süresi

DigitalOutputDeviceParamsCI_DigitalOutputName,dijital çıkış adı
DigitalOutputDeviceParamsCI_DigitalOutputNormalCircuitState,dijital çıktı devre durumu
DigitalOutputDeviceParamsCI_ManualActivationMode,dijital çıkış aktivasyon modu
DigitalOutputDeviceParamsCI_ManualActivationDuration_ms,dijital çıkış aktivasyon süresi
DigitalOutputDeviceParamsCI_ManualPulsePeriod_ms,sayısal nabız çıktısı dönemi
DigitalOutputDeviceParamsCI_ManualPulseDutyCycle,sayısal nabız çıktısı görev döngüsü
DigitalOutputDeviceParamsCI_ManualPulseRepeatCount,sayısal nabız çıkışı sayımını tekrarla

AnalyticChannelParamsCI_ChannelSource,analitik kanal kaynağı

ExternalNotifierParamsCI_Configuration,harici bildirim yapılandırması

GeneralDeviceParamsCI_DeviceName,kamera adı
GeneralDeviceParamsCI_LocationString,kamera yeri
GeneralDeviceParamsCI_LedDisable,durum LED'lerini devreden çıkar
GeneralDeviceParamsCI_TerminationEnable,video giriş sonlandırmasını devreye sok
GeneralDeviceParamsCI_IRTestCycle,Kamera IR Test döngüsü
GeneralDeviceParamsCI_PrivacyZones,öncelik bölgesi
GeneralDeviceParamsCI_LogicalDeviceId,mantıksal numara

MicDeviceParamsCI_AudioInName,mikrofon adı
MicDeviceParamsCI_AudioInSourceType,mikrofon kaynağı
MicDeviceParamsCI_AudioInVolume,mikrofon kazancı
MicDeviceParamsCI_AudioInEnable,mikrofon devrede

NetworkDeviceParamsCI_StaticIpAddr,statik IP adresi
NetworkDeviceParamsCI_StaticIpMask,statik IP alt ağ maskesi
NetworkDeviceParamsCI_StaticIpGateway,statik IP ağ geçidi
NetworkDeviceParamsCI_IpAcquisitionMode,IP elde etme modu
NetworkDeviceParamsCI_SoapServicePort,kontrol portu
NetworkDeviceParamsCI_HttpsPort,HTTPS portu
NetworkDeviceParamsCI_RtspPort,RTSP portu
NetworkDeviceParamsCI_ZeroConfEnable,sıfır yapılandırma etkinleştir
NetworkDeviceParamsCI_MulticastEnable,çoğa gönderimi etkinleştir
NetworkDeviceParamsCI_MulticastIpAddr,çoğa gönderim IP adresi
NetworkDeviceParamsCI_MulticastTtl,çoğa gönderim TTL
NetworkDeviceParamsCI_MulticastPortRangeStart,çoğa gönderim temel portu
NetworkDeviceParamsCI_MulticastPortRangeSize,çoğa gönderim port aralığı

PtzDeviceParamsCI_PtzProtocol,PTZ protokolü
PtzDeviceParamsCI_PtzAddress,PTZ dip anahtarı adresi
PtzDeviceParamsCI_PtzEnable,PTZ etkinleştirme
PtzDeviceParamsCI_PtzNamedPresets,PTZ adlı ön ayarlar
PtzDeviceParamsCI_PtzNamedPatterns,PTZ adlı patternler

RecordingDeviceParamsCI_ManualRecordTime_m,manuel kayıt süresi
RecordingDeviceParamsCI_ManualRecordPreRecordTime_s,manuel kayıt tetikleme öncesi kayıt süresi

SerialPortDeviceParamsCI_Baud,PTZ baud hızı
SerialPortDeviceParamsCI_Parity,PTZ paritesi

SpeakerDeviceParamsCI_AudioOutName,hoparlör adı
SpeakerDeviceParamsCI_AudioOutVolume,hoparlör ses yüksekliği
SpeakerDeviceParamsCI_AudioOutRecordEnable,hoparlör çıkışını kaydet
SpeakerDeviceParamsCI_AudioOutEnable,hoparlör etkinleştirme

GeneralServerParamsCI_ServerName,sunucu adı
GeneralServerParamsCI_SmtpServerAddress,eposta sunucusu smtp sunucusu
GeneralServerParamsCI_SmtpUsername,eposta sunucusu kullanıcı adı
GeneralServerParamsCI_SmtpPassword,eposta sunucusu parolası
GeneralServerParamsCI_SmtpSenderAddress,eposta sunucusu gönderici eposta adresi
GeneralServerParamsCI_SmtpSenderName,eposta sunucusu gönderici adı
GeneralServerParamsCI_EmailSubject,eposta sunucusu konu satırı
GeneralServerParamsCI_SmtpAuthentication,eposta sunucusu gerekli doğrulama
GeneralServerParamsCI_SmtpSSL,eposta sunucusu smtp ssl
GeneralServerParamsCI_SmtpTimeoutPeriod,eposta sunucusu zaman aşımı
GeneralServerParamsCI_SmtpServerPort,eposta sunucusu portu

LicensePlateChannelParamsCI_Name,araç plakası tanıma hattı adı
LicensePlateChannelParamsCI_Device,araç plakası tanıma kamerası
LicensePlateChannelParamsCI_Roi,araç plakası tanıma alanı
LicensePlateChannelParamsCI_Rect,araç plakası tanıma alanı
LicensePlateChannelParamsCI_Context,araç plakası tanıma yapılandırması
LicensePlateChannelParamsCI_Enabled,araç plakası tanıma hattı etkinleştirildi
LicensePlateChannelParamsCI_Height,araç plakası tanıma yüksekliği
LicensePlateChannelParamsCI_PreRecordTime,araç plakası tanıma olay öncesi kayıt süresi
LicensePlateChannelParamsCI_PostRecordTime,araç plakası tanıma olay sonrası kayıt süresi

StorageCameraParamsCI_AgingNumTiers,veri eskitme kaydediliyor
StorageCameraParamsCI_AgingTierTargets,veri eskitme kaydediliyor
StorageCameraParamsCI_RetentionDays,maks kayıt süresi kaydediliyor
StorageCameraParamsCI_ParamsLinked,bağlı kameralar kaydediliyor
StorageCameraParamsCI_NonPriorityRecPeriod_ms,önceliksiz kayıt çerçevesi periyotu kaydediliyor
StorageCameraParamsCI_PreRecordingMinutes,önceden kayıt dakikaları
StorageCameraParamsCI_PreRecordingSeconds,önceden kayıt saniyeleri

StorageParamsCI_BackupEnabled,planlanmış arşivleme etkinleştirildi
StorageParamsCI_BackupDevices,arşivlenecek planlanmış arşiv kameraları
StorageParamsCI_BackupDeleteOldest,planlanmış arşiv silme
StorageParamsCI_BackupPeriod,planlanmış arşivleme sıklığı
StorageParamsCI_BackupDuration,planlanmış arşiv kapsamı
StorageParamsCI_BackupStartDate,planlanmış arşivleme başlangıç tarihi
StorageParamsCI_BackupExecuteTime,planlanmış arşivleme çalıştırma zamanı
StorageParamsCI_LastBackupSysTime,planlanmış son arşivleme zamanı
StorageParamsCI_NextBackupSysTime,planlanmış sonraki arşivleme zamanı
StorageParamsCI_AgingNumTiersLinked,bağlı programlanmış eskitme sayısal katmanları
StorageParamsCI_AgingTierTargetsLinked,bağlı programlanmış katman hedefleri
StorageParamsCI_RetentionDaysLinked,bağlı programlanmış tutma günleri

LdapServerParamsCI_UserName,Aktif Dizin kullanıcı adı
LdapServerParamsCI_Password,Active Directory parolası
LdapServerParamsCI_DomainName,Active Directory etki alanı
LdapServerParamsCI_ServerAddress,Aktif Dizin sunucusu
LdapServerParamsCI_Enabled,Active Directory etkinleştirildi

SiteSetting_SiteName,site adı
SiteSetting_Hierarchy,Kurumsal Hiyerarşi
SettingError_Unspecified,'%1%' için bir değer belirtilmelidir.
SettingError_Invalid,'%1%' için verilen değer geçersizdir.

#################################################
# Schedule Management Strings
#################################################

SchedulesMgmtEditRecurrencesListTitle,Programlar:
SchedulesMgmtEditSchedulesFormTitle,Programları Düzenle...
SchedulesMgmtAddScheduleButtonText,Ekle
SchedulesMgmtRemoveScheduleButtonText,Sil
SchedulesMgmtAddRecurrenceButtonText,Ekle...
SchedulesMgmtRemoveRecurrenceButtonText,Sil
SchedulesMgmtEditSchedulesScheduleName,Adı:
SchedulesMgmtEditSchedulesScheduleStartTime,Başlat:
SchedulesMgmtEditSchedulesScheduleEndTime,Bitir:
SchedulesMgmtEditSchedulesScheduleStartDate,Başlangıç Tarihi:
SchedulesMgmtEditSchedulesDailyRecurrence,Günlük
SchedulesMgmtEditSchedulesWeeklyRecurrence,Haftalık
SchedulesMgmtEditSchedulesMonthlyRecurrence,Aylık
SchedulesMgmtEditSchedulesYearlyRecurrence,Yıllık
SchedulesMgmtEditRecurrenceEvery,Şu aralıkta tekrarla
SchedulesMgmtEditDailyRecurrenceEveryUnits,gün
SchedulesMgmtEditWeeklyRecurrenceEveryUnits,hafta, şu günde:
SchedulesMgmtEditMonthlyRecurrenceEveryUnits,ay, şu günde:
SchedulesMgmtEditYearlyRecurrenceEveryUnits,yıl, şu günde:
SchedulesMgmtEditWeeklySundayCaption,Pazar
SchedulesMgmtEditWeeklyMondayCaption,Pazartesi
SchedulesMgmtEditWeeklyTuesdayCaption,Salı
SchedulesMgmtEditWeeklyWednesdayCaption,Çarşamba
SchedulesMgmtEditWeeklyThursdayCaption,Perşembe
SchedulesMgmtEditWeeklyFridayCaption,Cuma
SchedulesMgmtEditWeeklySaturdayCaption,Cumartesi
SchedulesMgmtOnDayRadioButtonLabel,Gün
SchedulesMgmtOnWeekRadioButtonLabel,0
SchedulesMgmtOnWeekFirstWeekLabel,ilk
SchedulesMgmtOnWeekSecondWeekLabel,ikinci
SchedulesMgmtOnWeekThirdWeekLabel,üçüncü
SchedulesMgmtOnWeekFourthWeekLabel,dördüncü
SchedulesMgmtOnWeekLastWeekLabel,son
SchedulesMgmtYearlyRecurrenceOfMonthLabel,/
SchedulesMgmtMonthJanuary,Ocak
SchedulesMgmtMonthFebruary,Şubat
SchedulesMgmtMonthMarch,Mart
SchedulesMgmtMonthApril,Nisan
SchedulesMgmtMonthMay,Mayıs
SchedulesMgmtMonthJune,Haziran
SchedulesMgmtMonthJuly,Temmuz
SchedulesMgmtMonthAugust,Ağustos
SchedulesMgmtMonthSeptember,Eylül
SchedulesMgmtMonthOctober,Ekim
SchedulesMgmtMonthNovember,Kasım
SchedulesMgmtMonthDecember,Aralık
SchedulesMgmtUsedScheduleRemoveMessage,Bu program kullanımdadır ve silinemez.
SchedulesMgmtRemoveScheduleQuestion,Program '%1%'ı/i silmek istediğinizden emin misiniz? 
SchedulesMgmtEditSchedulesPatternSectionLabel,Tekrarlama patterni
SchedulesMgmtDefaultScheduleName,Program 
SchedulesMgmtMultipleScheduleSameNames,'%1%' adlı bir Program mevcut, lütfen başka bir isim belirleyin.
SchedulesMgmtWeeklyScheduleDayNotSelected,Lütfen haftalık program için aktif günleri seçin.
SchedulesMgmtNewScheduleUniqueName,Yeni Program (%1%)
SchedulesMgmtRecurrenceUniqueName,Tekrarlama (%1%)
SchedulesMgmtEditButtonToolTip,Programı Düzenle
SchedulesMgmtAlways,Daima

#################################################
# ACC Gateway
#################################################
GatewayError1,Hata
GatewayError201,Sunucu doğrulanmadı
GatewayError203,Sunucu bulunamadı
GatewayError10000,Oturum geçersiz
GatewayError10001,Sunucu geçersiz
GatewayError10002,Kamera geçersiz
GatewayError10003,Akış grubu geçersiz
GatewayError10004,Akış geçersiz
GatewayError10005,Ağ geçidi uyumsuz
GatewayError10006,Kamera aktif değil
GatewayError10100,Hatalı talep
