#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Luk
AdminPanelRegDemoDemoButtonTitle,Demo-aktivering
AdminPanelRegDemoDemoButtonMessage,Aktiver en 30 dages demo uden en produktkode.
AdminPanelRegEditionCaption,Vælg demo-licenstypen du ønsker at aktivere.
AdminPanelRegEditionTitle,Vælg udgaven for demo'en.

# Deactivation
AdminPanelDeregWizardTitle,Deaktiver Control Center Server
AdminPanelDeregManualExportTitle,Vælg deaktiveringsfil
AdminPanelDeregManualExportCaption,Vælg filnavnet for deaktiveringsfilen.
AdminPanelDeregManualExportDefaultFile,DeactivationFile.key
AdminPanelDeregManualExportError,Der opstod en fejl under generering af din deaktiveringsfil.\nDu har måske ikke skrivetilladelser for den pågældende mappe,\nog heller ikke administratortilladelser på maskinen.
AdminPanelProductKeyListTitle,Den installerede licens på denne server bliver tilbagekaldt
AdminPanelProductKeyListCaption,Følgende produktkoder bliver deaktiverede på denne server.  Behold en kopi til dine optegnelser.
AdminPanelProductKeyListClipboardButton,Kopier til udklipsholder


# Activation-related strings
WebActivateUnknownException,Aktivering mislykkedes (-1). Kontakt venligst Avigilons tekniske support.
WebActivateNoFile,Aktivering mislykkedes (-2). Kontakt venligst Avigilons tekniske support.
WebActivateActivationFailed,Aktivering mislykkedes (-3). Kontakt venligst Avigilons tekniske support.
WebActivateNoFingerprint,Aktivering mislykkedes (-4). Kontakt venligst Avigilons tekniske support.
WebActivateAlreadyActivatedNoFingerprint,Aktivering mislykkedes (-5) (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateLicenseFileCreateError,Der opstod en fejl under forsøg på at aktivere (-6) (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateInvalidProductKey,Produktkoden, der anvendes til at aktivere, er ikke gyldig (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateDuplicateProductKey,Produktkoden, der anvendes til at aktivere, er ikke gyldig (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateAlreadyActivated,Produktkoden, der anvendes til at aktivere, er allerede blevet aktiveret på en anden maskine (%1%). Kontakt Avigilons tekniske support, hvis din maskinkonfiguration er blevet betydeligt ændret.
WebActivateAlreadyExpired,Denne produktkode er allerede udløbet (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateProductKeyCancelled,Denne produktkode er blevet annulleret (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateProductNotAvailable,Denne produktkode har en indstillet funktion, som ikke findes mere (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateMaxRedownloadsExceeded,Produktkoden, der anvendes til at aktivere, har overskredet det maksimale antal aktiveringer (%1%). Kontakt venligst Avigilons tekniske support.
WebActivateMaxActivationsExceeded,Produktkoden har overskredet det maksimale antal aktiveringer (%1%).  Kontakt venligst Avigilons tekniske support.
WebActivateMixedVendor,Kan ikke kombinere produktkoder fra forskellige leverandører.  Kontakt venligst Avigilons tekniske support.
WebActivateLicenseVersionWrong,Produktkoden kan ikke aktiveres med denne version af ACC (ACC Version:%1%, Licens for:%2%).  Kontakt venligst Avigilons tekniske support.
WebActivateMixedExpiry,Udløbet og ikke-udløbet licens kan ikke aktiveres sammen.  Kontakt venligst Avigilons tekniske support.
WebActivateServerClassMax,Produktkoden har nået opgraderingsgrænsen for denne udgave (%1% er %2%. Maks. tilladt for %3% udgave er %4%).  Kontakt venligst Avigilons tekniske support.
WebActivateOnlyUpgrades,Opgraderingsproduktkode(r) kan ikke aktiveres uden en basislicens.  Kontakt venligst Avigilons tekniske support.
WebActivateRepeatTrial,En demo-produktkode er allerede blevet udstedt til denne maskine.  Kontakt venligst Avigilons tekniske support.
WebActivateMultipeExpiring,Flere produktkoder, der er udløbet, kan ikke kombineres. 
WebActivateWastedUpgrades,Aktivering er annulleret for at forhindre aktivering af en ubrugt produktkode (%1%).  Kontakt venligst Avigilons tekniske support.
WebActivateServerIdMistmatch,Den anvendte produktkode(r) har mere end én associeret server-id (%1% vs. %2%).  Kontakt venligst Avigilons tekniske support.
WebActivateNotEnoughUpgrades,Produktkoden(-erne) kan ikke aktiveres, medmindre alle %1% kanaler er opgraderede til %2%.  Kontakt venligst Avigilons tekniske support.
WebActivateIncompatibleWithUniversal,Universal licenser er ikke kompatible med %1% licenser.  Kontakt venligst Avigilons tekniske support.
WebActivateDemoNotAvailable,Demo-licenser er ikke disponible for øjeblikket.  Kontakt venligst Avigilons tekniske support.
WebActivateUpgradeKeyCancelled,Versionens opgraderingskode (%1%) er allerede blevet brugt.
WebActivateUpgradeKeyMismatch,Versionens opgraderingskode matcher ikke med serverudgaven (forventet %1%, modtaget %2%).

# Deactivation-related strings
WebDeactivateMaxDeactivationsExceeded,Maksimalt antal deaktiveringer for licensen er blevet overskredet %1%.  Kontakt venligst Avigilons tekniske support.
WebDeactivateExpiringDeactivation,Udløbne licenser kan ikke deaktiveres %1%.
WebDeactivateDoubleDeactivation,Server %1% er allerede blevet deaktiveret.
WebDeactivateDeactivateNew,Licens %1% er ikke blevet aktiveret.
WebDeactivate4x,Deaktivering er kun understøttet med ACC 5 licenser og højere.
WebDeactivateNoServerId,Deaktiveringsfil er ugyldig.

# Registration-related strings
WebActivateRegisterInfoNotValidUnknown,Registreringsoplysninger er ugyldige (-1).
WebActivateRegisterInfoNotValid,Registreringsoplysninger er ugyldige (-2).
WebActivateRegisterSaveDbFailed,Kunne ikke gemme registreringsoplysninger (-3). Kontakt venligst Avigilons tekniske support.
WebActivateRegisterNoLicenseToAssociate,Kunne ikke gemme registreringsoplysninger (-4). Kontakt venligst Avigilons tekniske support.
WebActivateRegisterLicenseUpdateFailed,Kunne ikke gemme registreringsoplysninger (-5). Kontakt venligst Avigilons tekniske support.
WebActivateRegisterUnknownException,Kunne ikke gemme registreringsoplysninger (-6). Kontakt venligst Avigilons tekniske support.

# 4.12 data present strings
AdminPanel412DataPresent,Ikke kompatible optagelser og konfigurationsdata er blevet detekteret. Hvis der fortsættes, bliver alle optagede data og konfigurationsindstillinger slettet. Er du sikker på, at du vil fortsætte?
AdminPanel412DataPresentCaption,Der er detekteret ikke kompatible data
AdminPanel412DataFailedToClear,Kunne ikke slette eksisterende Avigilon Control Center data. Luk venligst alle programmer og kør Admin Panel igen.
AdminPanel412DataFailedToClearCaption,Kunne ikke slette data

#################################################
# Network strings
#################################################

AdminPanelNetworkSettingsTitle,Netværk
AdminPanelNetworkSettingsTitle,Netværk
AdminPanelNetworkPortChangedRestartMessage,Den nye basisport vil først træde i kraft når Control Center Server bliver genstartet.\nGenstart Control Center Server nu?
AdminPanelNetworkPortInvalidMessage,Portnummeret skal være mellem %1% og %2%.
AdminPanelTcpGroupLabel,TCP porte
AdminPanelServicePortsGroupLabel,Serviceporte
AdminPanelTcpBaseLabel,Basis TCP port:
AdminPanelServicePortBaseLabel,Basisport:
AdminPanelHttpPortLabel,HTTP Port:
AdminPanelHttpsPortLabel,HTTPS Port:
AdminPanelServicePortUdpLabel,UDP port:
AdminPanelTcpUsageLabel,TCP portområde:
AdminPanelWebClientPortLabel,Webbrowser adgang:
AdminPanelWebClientUrlLabel,http://server.ip.address:%1%/
AdminPanelServicePortWarning,Der skal være adgang til serviceporte for clienten.
AdminPanelTcpForwardWarning,Der skal være adgang til TCP portområdet for clienten.
AdminPanelRtpGroupLabel,RTP Porte
AdminPanelUdpBaseLabel,Basis UDP port:
AdminPanelUdpPortsLabel,UDP porte:



#################################################
# Storage strings
#################################################


AdminPanelVolumeManagementTitle,Lagring
AdminPanelAddVolumeText,Tilføj datavolumen
AdminPanelEditVolumeText,Ændre volumenstørrelse
AdminPanelAddVolumeLabel,Datavolumenstørrelse:
AdminPanelEditVolumeLabel,Datavolumenstørrelse:
AdminPanelAddVolumeTooBigError,Drevet har kun plads til en %1% GB volume.\n\nKan ikke tilføje en %2% GB datavolumen.
AdminPanelAddVolumeTooSmallError,Datavolumen skal være mindst %1% GB.
AdminPanelEditVolumeTooBigError,Drevet har kun plads til en %1% GB volume.\n\nKan ikke ændre størrelse til %2% GB.
AdminPanelEditVolumeTooSmallError,Datavolumen skal være mindst %1% GB.
AdminPanelVolumeSizeSuffix,GB
AdminPanelVolumeInUseError,Lagringskonfiguration kan ikke redigeres, mens Control Center Server kører.

AdminPanelVolumeNoUsableSetupText,Der er ikke tilstrækkelig ledig plads på noget drev til at konfigurere Avigilon Control Center.\nKontroller, at mindst ét drev er formateret som NTFS og har mindst 15 GB ledig plads.
AdminPanelVolumeDatafile,%1$.1f GB data
AdminPanelVolumeFreeSpace,%1$.1f GB ledig
AdminPanelVolumeUsedSpace,%1$.1f GB brugt
AdminPanelVolumePrimary,Primær datavolumen
AdminPanelVolumeConfig,Konfig. volumen
AdminPanelVolumeSecondary,Sekundær datavolumen
AdminPanelVolumeBadFilesystem,Volumen er %1%, genformater som NTFS til brug.
AdminPanelVolumeMissingDrive,Denne datavolumen mangler i systemet og kan ikke bruges.
AdminPanelVolumeAddDataFile,Tilføj datavolumen...
AdminPanelVolumeEditDataFile,Ændre volumenstørrelse...
AdminPanelVolumeRemoveDataFile,Slet datavolumen
AdminPanelVolumeSetPrimaryVolume,Indstil primær datavolumen
AdminPanelVolumeSetConfigVolume,Indstil konfig.volumen
AdminPanelVolumeClearStorage,Slet alle data
AdminPanelVolumeClearStoragePrompt,Dette vil slette alle konfigurationsindstillinger og data.\n\nEr du sikker på, at du vil fortsætte?
AdminPanelVolumeNoDataFileError,Mindst ét drev skal vælges om en datavolumen.
AdminPanelVolumeNoPrimaryVolumeError,Ét drev skal vælges om en primær datavolumen.
AdminPanelVolumeNoConfigVolumeError,Ét drev skal vælges om konfig.datavolumenen.
AdminPanelVolumePreviousConfigCaption,Der er blevet detekteret en tidligere lagringskonfiguration.  Denne konfiguration kan være efterladt af en tidligere installation.\n\nVælg en af følgende muligheder:
AdminPanelVolumePreviousConfigYesTitle,Brug denne konfiguration
AdminPanelVolumePreviousConfigNoTitle,Opret ny konfiguration
AdminPanelVolumePreviousConfigSeeNextTitle,Se næste fundet konfiguration

#################################################
# Backup strings
#################################################

AdminPanelBackupSettingsButtonTitle,Arkiv
AdminPanelBackupSettingsTitle,Arkiv
AdminPanelBackupSettingsEnabledLabel,Aktivér arkivering
AdminPanelBackupSettingsPathLabel,Arkivmappe:
AdminPanelBackupSettingsEmptyPathError,Der skal angives en arkivmappe.
AdminPanelBackupSettingsInvalidPathError,Arkivmappen '%1%'\ner ikke gyldig.


#################################################
# Web Link Properties
#################################################
WebLinkPropertiesPanelTitle,Websideegenskaber
WebLinkPropertiesPanelLocation,Lokation:
WebLinkPropertiesPanelDescription,Beskrivelse:
WebLinkPropertiesPanelZoomLevel,Zoomniveau:
WebLinkPropertiesDefaultLocation,http://
WebLinkDefaultName,Ny webside
WebLinkCreateWebLinkText,Ny webside...
WebLinkInvalidError,En webside skal have et navn og en URL. 

#################################################
# Player strings
#################################################

OpenFileCommandToolbarText,Åbn
OpenFileCommandToolTip,Åbn en fil
ShowAuthenticationFormCommandText,Godkend billeder...
ShowAuthenticationFormCommandToolTip,Godkend billeder
AuthenticationFormTitle,Godkend billeder
AuthenticationFormAuthenticatingTitle,Godkendelse af billeder...
AuthenticationFormAuthenticatingText,%1% billeder autentisk\n%2% billeder beskadiget
AuthenticationFormDoneValid,Alle billeder er autentiske
AuthenticationFormDoneInvalid,Nogle billeder er beskadigede
AuthenticationFormDoneUnknownTitle,Godkendelse ikke understøttet
AuthenticationFormDoneUnknownText,Denne fil understøtter ikke billedgodkendelse.
AuthenticationFormDoneCancelled,Godkendelse annulleret
AuthenticationFormError,Der opstod en fejl under godkendelse af filen,
RepeatButtonTooltip,Loop afspilning


#################################################
# Service strings
#################################################

ServiceDescription,Software for Avigilon Control Center Server.
ServiceNotInstalledText,Avigilon Control Center blev ikke korrekt installeret.  Installer igen, og genstart computeren.

#################################################
# Camera Installation Tool Strings
#################################################

CameraInstallerStartupWaitText,Søger efter kameraer...
CameraInstallerUpgradingWaitText,Opgradering af kamera...
CameraInstallerUpgradingCloseMessage,Avigilons værktøj til installation af kamera kan ikke lukkes ned,\nmens et kamera bliver opgraderet.\nOpgraderingen vil kun vare få minutter.
CameraInstallerDaemonErrorText,der opstod en fejl under stat af installationsværktøjs daemon.\nAvigilon Control Center blev ikke korrekt installeret.  Installer igen, og genstart kamerainstallationsværktøjet.
ConnectToDeviceCommandText,Forbinder til kamera:
ConnectToDeviceCommandToolTip,Forbinder til kamera
ConnectToDeviceLabel,Kamera til visning:
ConnectToDeviceUpgradingError,Kan ikke ændre vist kamera, mens et kamera opgraderes.\nOpgraderingen vil kun vare få minutter.
ConnectToDeviceCurrentCameraText,Aktuelt tilsluttet kamera:
ConnectToDeviceSelectedGroupLabel,Valgte kamera:
NetworkSetupCommandText,Skift netværksindstillinger for kamera...
NetworkSetupCommandToolTip,Skift netværksindstillinger for kamera
CameraInstallerDaemonRunning,Avigilon installationsværktøj for kamera kan ikke køre, mens Control Center Server, eller\nen anden instans af installationsværktøjet for kamera kører.
ImageCompressionSetupCommandText,Ændre indstillinger for billedkomprimering...
ImageCompressionSetupCommandToolTip,Ændre indstillinger for billedkomprimering...
ImageAcquisitionSetupCommandText,Ændre indstillinger for billede og display...
ImageAcquisitionSetupCommandToolTip,Ændre indstillinger for billede og display...


#################################################
# Error handling strings
#################################################

# These strings are prepended and appended onto the actual error string, if
# an error happens while the system is starting up.  These errors are things that
# might happen if the system is not configured properly (database version mismatch, for instance)
StartupErrorTextPrefix,Følgende fejl opstod under opstart af Avigilon Control Center:
StartupErrorTextSuffix,Kontakt din systemadministrator.

LicenseShutdownText,Avigilon Control Center licens er udløbet.  Lukker ned om %1% sekunder.


#################################################
# Exit Program strings
#################################################

ExitProgramCommandText,Afslut
ExitProgramCommandToolTip,Afslut
ExitProgramPrompt,Afslut Avigilon Control Center?
ExitProgramPrompt.Client,Afslut Control Center Client?
ExitProgramPrompt.Player,Afslut Control Center Player?
ExitProgramPrompt.VirtualMatrix,Afslut Virtual Matrix program?
ShutdownFormText,Avigilon Control Center er ved at lukke ned.\nVent venligst.
ShutdownFormText.Client,Avigilon Control Center Client er ved at lukke ned.\nVent venligst.
ShutdownFormText.VirtualMatrix,Avigilon Virtual Matrix program er ved at lukke ned.\nVent venligst.

#################################################
# Misc Strings
#################################################

RtfFileNotFoundException,Fil %1% blev ikke fundet
PrePostBufferSecondsSuffix,sekunder
TextBoxCopyMenuItem,Kopier
ConflictingDataRenamingScheme,%1% (%2%)

#################################################
# Server Initialization Error Strings
#################################################

DatabaseVersionOld,Udgaven af konfig.volumen er ikke kompatibel. Kontakt Avigilon for at opgradere din konfig.volumen.
DatabaseVersionSwOld,Softwareversionen er gammel, opgrader softwaren
LicenseKeyExpiredText,Din licensnøgle er udløbet. Kør licenstagerprogram (Licensor Application) for at indtasten en ny nøgle.
LicenseKeyInvalidText,Din licensnøgle er ugyldig. Kør licenstagerprogram (Licensor Application) for at indtasten en ny nøgle.
ConfigInvalidString,Værdien %1% er ugyldig for konfig.element ved %2%
ConfigInvalidStringReason,Værdien %1% er ugyldig for konfig.element ved %2%: %3%
ConfigInvalidMinMax,Værdien %1% er ugyldig for konfig.element ved %2%, det gyldige værdiområde er %3%
ConfigInvalidSet,Værdien %1% er ugyldig for konfig.element ved %2%, de gyldige værdier er: %3%
ConfigNotFound,Konfigurationsfilen %1% kunne ikke findes. Programmet kan ikke køre uden en gyldig konfigurationsfil.


#################################################
# HTTP Server Response Strings
#################################################

HttpResponseNotAllowed,Anmodning ikke tilladt.
HttpResponseExpectationFailed,Forventning mislykket.
HttpResponseBadRequest,Ugyldig HTTP anmodning.
HttpResponseInternalNotFound,Den anmodede URL '%1%' blev ikke fundet på serveren.

#################################################
# Audio Selection Strings
#################################################

AudioFileSelectorPlayToolTip,Afspil lyd
AudioFileSelectorPlayError,Der opstod en fejl under afspilning af lyd.\n\nLydfilen findes måske ikke, eller den er beskadiget.

#################################################
# Site Editor Strings
#################################################


SiteEditorRemoveButtonToolTip,Fjern sitemappe
SiteEditorAddGroupButtonToolTip,Tilføj sitemappe
SiteEditorRemoveButtonTitle,Fjern
SiteEditorAddGroupButtonTitle,Tilføj
SiteEditorUpButtonToolTip,Flyt op
SiteEditorDownButtonToolTip,Flyt ned
SiteEditorLeftButtonToolTip,Flyt til venstre
SiteEditorRightButtonToolTip,Flyt til højre
SiteEditorDefaultGroup,Ny site
SiteEditorSort,Sorter site


#################################################
# Controlset Audit Strings
#################################################

AcquisitionDeviceParamsCI_CustomLinearRGBColourGain,brugerdefineret hvidbalance
AcquisitionDeviceParamsCI_AutoWhiteBalanceEnable,automatisk hvidbalance aktiv
AcquisitionDeviceParamsCI_SharpeningAmount,skarpindstilling
AcquisitionDeviceParamsCI_Brightness,lysstyrke
AcquisitionDeviceParamsCI_ColourSaturation,farvemætning
AcquisitionDeviceParamsCI_Contrast,kontrast
AcquisitionDeviceParamsCI_IllumSyncFreq,flimmerkontrol
AcquisitionDeviceParamsCI_RoiRect,billedmål
AcquisitionDeviceParamsCI_NightMode,IR beskær.filter
AcquisitionDeviceParamsCI_IrisMode,iris
AcquisitionDeviceParamsCI_EnConstExposure,automatisk eksponering aktiv
AcquisitionDeviceParamsCI_ConstExposure_ns,konstant eksponeringstid
AcquisitionDeviceParamsCI_MinAutoExposure_ns,minimal eksponeringstid
AcquisitionDeviceParamsCI_MaxAutoExposure_ns,maksimalminimal eksponeringstid
AcquisitionDeviceParamsCI_EnRelHistRange,aktiver kompensation for baggrundslys
AcquisitionDeviceParamsCI_RelHistRange,kompensation for baggrundslys
AcquisitionDeviceParamsCI_WideDynamicRange,bredt dynamisk område
AcquisitionDeviceParamsCI_EnWideDynamicRange,bredt dynamisk område aktivt
AcquisitionDeviceParamsCI_ExposureFpsLimited,billedprioritet
AcquisitionDeviceParamsCI_EnBothFields,fuld opløsning
AcquisitionDeviceParamsCI_EnAutoGain,automatisk forstærkning aktiv
AcquisitionDeviceParamsCI_MinAutoGain,minimal automatisk forstærkning
AcquisitionDeviceParamsCI_MaxAutoGain,maksimal automatisk forstærkning
AcquisitionDeviceParamsCI_ConstGain,konstant forstærkning
AcquisitionDeviceParamsCI_EnAutoFocus,automatisk fokus aktiv
AcquisitionDeviceParamsCI_NearAutoFocusLimit_m,automatisk fokus nærhedsgrænse
AcquisitionDeviceParamsCI_FarAutoFocusLimit_m,automatisk fokus fjernhedsgrænse
AcquisitionDeviceParamsCI_ManualFocus,manuelt fokus
AcquisitionDeviceParamsCI_ManualFocusSpeed,manuel fokushastighed
AcquisitionDeviceParamsCI_FocusAdjIrIllumType,fokus
AcquisitionDeviceParamsCI_ImageRotation,billedrotation
AcquisitionDeviceParamsCI_MinAutoIris_db,minimal automatisk iris
AcquisitionDeviceParamsCI_MaxAutoIris_db,maksimal automatisk iris
AcquisitionDeviceParamsCI_ConstIris_db,iris
		
BandwidthDeviceParamsCI_ActualFrameRate,billedhastighed
BandwidthDeviceParamsCI_ActualBitrate_kbps,bithastighed

CameraDeviceParamsCI_MotionMask,parametre for detektion af bevægelse
CameraDeviceParamsCI_PreMotionRecTime_s,Før-bevægelse optagelsestid
CameraDeviceParamsCI_PostMotionRecTime_s,optagelsestid for bevægelse

AnalyticsDeviceParamsCI_MotionEvent,analysebaseret bevægelsesdetektionshændelse
AnalyticsDeviceParamsCI_MotionRoi,analysebaseret bevægelsesdetektionsområde
AnalyticsDeviceParamsCI_Events,analysedetektionshændelser
AnalyticsDeviceParamsCI_Rois,analysedetektionsområde

CompressionDeviceParamsCI_CompressionType,format for billedkomprimering
CompressionDeviceParamsCI_RequestedFrameRate,rammehastighed
CompressionDeviceParamsCI_ActualFrameRate,rammehastighed
CompressionDeviceParamsCI_ImageQuality,billedkvalitet
CompressionDeviceParamsCI_EnBothFields,fuld opløsning
CompressionDeviceParamsCI_EnConstBitrate,konstant bithastighed aktiver
CompressionDeviceParamsCI_ConstBitrate,konstant bithastighedsværdi
CompressionDeviceParamsCI_MaxBitrate,maksimal bithastighed
CompressionDeviceParamsCI_BitratePriority,bithastigheds prioritet
CompressionDeviceParamsCI_KeyFrameInterval,nøglebillede interval
CompressionDeviceParamsCI_KeyFrameIntervalFrames,nøglebillede interval
CompressionDeviceParamsCI_Resolution,billedopløsning
CompressionDeviceParamsCI_EnMultiStreaming,flere streams aktiver

DigitalInputDeviceParamsCI_DigitalInputName,digitalt input navn
DigitalInputDeviceParamsCI_DigitalInputActiveHigh,digitalt input kredstilstand
DigitalInputDeviceParamsCI_DigitalInputMaxEventDuration_ms,digitalt input optagelsesvarighed
DigitalInputDeviceParamsCI_DigitalInputPreRecordTime_s,digitalt input før-hændelse optagelsestid
DigitalInputDeviceParamsCI_DigitalInputPostRecordTime_s,digitalt input efter-hændelse optagelsestid

DigitalOutputDeviceParamsCI_DigitalOutputName,digitalt output navn
DigitalOutputDeviceParamsCI_DigitalOutputNormalCircuitState,digitalt output kredstilstand
DigitalOutputDeviceParamsCI_ManualActivationMode,digitalt output aktiveringsmåde
DigitalOutputDeviceParamsCI_ManualActivationDuration_ms,digitalt output aktiveringsvarighed
DigitalOutputDeviceParamsCI_ManualPulsePeriod_ms,digitalt output impulsperiode
DigitalOutputDeviceParamsCI_ManualPulseDutyCycle,digitalt output impuls opgavecyklus
DigitalOutputDeviceParamsCI_ManualPulseRepeatCount,digitalt output impuls gentagantal kameranavn

AnalyticChannelParamsCI_ChannelSource,analysekanalkilde

ExternalNotifierParamsCI_Configuration,konfiguration af ekstern meddelelse

GeneralDeviceParamsCI_DeviceName,kameralokation
GeneralDeviceParamsCI_LocationString,kameralokation
GeneralDeviceParamsCI_LedDisable,deaktiver status-LED'er
GeneralDeviceParamsCI_TerminationEnable,video input termination aktiver
GeneralDeviceParamsCI_IRTestCycle,kamera IR testcyklus
GeneralDeviceParamsCI_PrivacyZones,privat zone
GeneralDeviceParamsCI_LogicalDeviceId,logisk id

MicDeviceParamsCI_AudioInName,mikrofonnavn
MicDeviceParamsCI_AudioInSourceType,mikrofonkilde
MicDeviceParamsCI_AudioInVolume,mikrofonforstrækning
MicDeviceParamsCI_AudioInEnable,mikrofon aktiv

NetworkDeviceParamsCI_StaticIpAddr,statisk IP-adresse
NetworkDeviceParamsCI_StaticIpMask,statisk IP-subnetmaske
NetworkDeviceParamsCI_StaticIpGateway,statisk IP-gateway
NetworkDeviceParamsCI_IpAcquisitionMode,IP hentningsmåde
NetworkDeviceParamsCI_SoapServicePort,kontrolport
NetworkDeviceParamsCI_HttpsPort,HTTPS port
NetworkDeviceParamsCI_RtspPort,RTSP port
NetworkDeviceParamsCI_ZeroConfEnable,nul-konf. aktiver
NetworkDeviceParamsCI_MulticastEnable,multicast aktiver
NetworkDeviceParamsCI_MulticastIpAddr,multicast IP-adresse
NetworkDeviceParamsCI_MulticastTtl,multicast TTL
NetworkDeviceParamsCI_MulticastPortRangeStart,multicast basisport
NetworkDeviceParamsCI_MulticastPortRangeSize,multicast portområde

PtzDeviceParamsCI_PtzProtocol,PTZ protokol
PtzDeviceParamsCI_PtzAddress,PTZ dip-switch-adresse
PtzDeviceParamsCI_PtzEnable,PTZ aktiver
PtzDeviceParamsCI_PtzNamedPresets,PTZ benævnt forudindstillinger
PtzDeviceParamsCI_PtzNamedPatterns,PTZ benævnt mønstre

RecordingDeviceParamsCI_ManualRecordTime_m,varighed af manuel optagelse
RecordingDeviceParamsCI_ManualRecordPreRecordTime_s,før-udløser optagelsestid for manuel optagelse

SerialPortDeviceParamsCI_Baud,PTZ baudhastighed
SerialPortDeviceParamsCI_Parity,PTZ paritet

SpeakerDeviceParamsCI_AudioOutName,højtalernavn
SpeakerDeviceParamsCI_AudioOutVolume,højtalerlydstyrke
SpeakerDeviceParamsCI_AudioOutRecordEnable,optag højtaleroutput
SpeakerDeviceParamsCI_AudioOutEnable,højtaler aktiver

GeneralServerParamsCI_ServerName,servernavn
GeneralServerParamsCI_SmtpServerAddress,e-mail-server, smtp-server
GeneralServerParamsCI_SmtpUsername,e-mail-server, brugernavn
GeneralServerParamsCI_SmtpPassword,e-mail-server, adgangskode
GeneralServerParamsCI_SmtpSenderAddress,e-mail-server, afsenders e-mail-adresse
GeneralServerParamsCI_SmtpSenderName,e-mail-server, afsenders navn
GeneralServerParamsCI_EmailSubject,e-mail-server, emnelinje
GeneralServerParamsCI_SmtpAuthentication,e-mail-server, krævet godkendelse
GeneralServerParamsCI_SmtpSSL,e-mail-server, smtp ssl
GeneralServerParamsCI_SmtpTimeoutPeriod,e-mail-server, timeout
GeneralServerParamsCI_SmtpServerPort,e-mail-serverport

LicensePlateChannelParamsCI_Name,nummerplade genkendelse, bane navn
LicensePlateChannelParamsCI_Device,nummerplade genkendelse, kamera
LicensePlateChannelParamsCI_Roi,nummerplade genkendelse, område
LicensePlateChannelParamsCI_Rect,nummerplade genkendelse, område
LicensePlateChannelParamsCI_Context,nummerplade genkendelse, konfiguration
LicensePlateChannelParamsCI_Enabled,nummerplade genkendelse, bane aktiveret
LicensePlateChannelParamsCI_Height,nummerplade genkendelse, højde
LicensePlateChannelParamsCI_PreRecordTime,nummerplade genkendelse, før-hændelse optagelsestid
LicensePlateChannelParamsCI_PostRecordTime,nummerplade genkendelse, efter-hændelse optagelsestid

StorageCameraParamsCI_AgingNumTiers,optagelse, dataældning
StorageCameraParamsCI_AgingTierTargets,optagelse, dataældning
StorageCameraParamsCI_RetentionDays,optagelse, maks. optagelsestid
StorageCameraParamsCI_ParamsLinked,optagelse, linkede parametre
StorageCameraParamsCI_NonPriorityRecPeriod_ms,optagelse, ikke prioritets optagelsesrammeperiode
StorageCameraParamsCI_PreRecordingMinutes,før-optagelses minutter
StorageCameraParamsCI_PreRecordingSeconds,før-optagelses sekunder

StorageParamsCI_BackupEnabled,planlagt arkivering er aktiveret
StorageParamsCI_BackupDevices,planlagte arkiveringskameraer, der skal arkiveres
StorageParamsCI_BackupDeleteOldest,planlagt sletning af arkiv
StorageParamsCI_BackupPeriod,planlagt frekvens for arkivering
StorageParamsCI_BackupDuration,planlagt dækning af arkivering
StorageParamsCI_BackupStartDate,planlagt startdato for arkivering
StorageParamsCI_BackupExecuteTime,planlagt udførelsestid for arkivering
StorageParamsCI_LastBackupSysTime,planlagt arkiveringstid for seneste arkivering
StorageParamsCI_NextBackupSysTime,planlagt arkiveringstid for næste arkivering
StorageParamsCI_AgingNumTiersLinked,planlagt ældning num niveauer linket
StorageParamsCI_AgingTierTargetsLinked,planlagt niveaumål linket
StorageParamsCI_RetentionDaysLinked,planlagt tilbageholdelsesdage linket

LdapServerParamsCI_UserName,Aktiv mappe, brugernavn
LdapServerParamsCI_Password,Active Directory adgangskode
LdapServerParamsCI_DomainName,Active Directory domæne
LdapServerParamsCI_ServerAddress,Aktiv mappe, server
LdapServerParamsCI_Enabled,Active Directory aktiveret

SiteSetting_SiteName,sitenavn
SiteSetting_Hierarchy,Virksomhedshierarki
SettingError_Unspecified,En værdi for '%1%' skal angives.
SettingError_Invalid,Værdien for '%1%' er ugyldig.

#################################################
# Schedule Management Strings
#################################################

SchedulesMgmtEditRecurrencesListTitle,Gentagelser:
SchedulesMgmtEditSchedulesFormTitle,Rediger…
SchedulesMgmtAddScheduleButtonText,Tilføj
SchedulesMgmtRemoveScheduleButtonText,Slet
