#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Bezárás
AdminPanelRegDemoCaption,Ha rendelkezik termékkulccsal, folytassa a licenc aktiválásával. Ellenkező esetben a termékkulcs nélkül egy korlátozott idejű bemutató licencet aktiválhat.
AdminPanelRegDemoTitle,Bemutató licenc aktiválása
AdminPanelRegDemoLicenseButtonTitle,Licenc aktiválása
AdminPanelRegDemoLicenseButtonMessage,Aktiváljon egy termékkulcsot.
AdminPanelRegDemoDemoButtonTitle,Bemutató aktiválása
AdminPanelRegDemoDemoButtonMessage,Aktiváljon egy 30 napos bemutatót termékkulcs nélkül.
AdminPanelRegEditionCaption,Válassza ki az aktiválni kívánt bemutató licenc típusát.
AdminPanelRegEditionTitle,Válassza ki a bemutató kiadását.

# Deactivation
AdminPanelDeregWizardTitle,Control Center Server inaktiválása
AdminPanelDeregManualExportTitle,Inaktiválási fájl kiválasztása
AdminPanelDeregManualExportCaption,Válassza ki az inaktiválási fájl nevét.
AdminPanelDeregManualExportDefaultFile,DeactivationFile.key
AdminPanelDeregManualExportError,Hiba történt az inaktiválási fájl létrehozása során.\nLehet, hogy nem rendelkezik írási jogosultsággal az adott könyvtárhoz,\nvagy nem rendelkezik rendszergazdai jogosultságokkal a számítógépen.
AdminPanelProductKeyListTitle,Az erre a kiszolgálóra telepített licenc vissza lesz vonva
AdminPanelProductKeyListCaption,Ezen a kiszolgálón a következő termékkulcsok lesznek inaktiválva. Kérjük, hogy későbbi felhasználás céljából őrizzen meg egy másolatot.
AdminPanelProductKeyListClipboardButton,Másolás a vágólapra


# Activation-related strings
WebActivateUnknownException,Az aktiválás sikertelen (-1). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateNoFile,Az aktiválás sikertelen (-2). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateActivationFailed,Az aktiválás sikertelen (-3). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateNoFingerprint,Az aktiválás sikertelen (-4). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateAlreadyActivatedNoFingerprint,Az aktiválás sikertelen (-5) (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateLicenseFileCreateError,Hiba történt a(z) (-6) (%1%) aktiválása során. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateInvalidProductKey,Az aktiváláshoz használt termékkulcs nem érvényes (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateDuplicateProductKey,Az aktiváláshoz használt termékkulcs duplán van meg (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateAlreadyActivated,Az aktiváláshoz használt termékkulcsot már aktiválták egy másik számítógépen (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez, ha a számítógépe konfigurációja jelentős mértékben megváltozott.
WebActivateAlreadyExpired,Ez a termékkulcs már lejárt (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateProductKeyCancelled,Ezt a termékkulcsot törölték (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateProductNotAvailable,Ez a termékkulcs már nem létező beállított funkciót tartalmaz (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateMaxRedownloadsExceeded,Az aktiváláshoz használt termékkulcs meghaladta az aktiválások maximális számát (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateMaxActivationsExceeded,A termékkulcs meghaladta az aktiválások maximális számát (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateMixedVendor,A különböző szállítóktól származó termékkulcsok nem kombinálhatók. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateLicenseVersionWrong,A termékkulcs nem aktiválható ezzel az ACC-verzióval (ACC-verzió:%1%, licenc a következőhöz:%2%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateMixedExpiry,A lejáró és nem lejáró licenceket nem lehet együtt aktiválni. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateServerClassMax,A termékkulcs elérte a kiadására vonatkozó frissítési korlátot (%1%: %2%. A(z) %3% kiadásra vonatkozó maximálisan engedélyezett szám: %4%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateOnlyUpgrades,A termékkulcs(ok) frissítése nem aktiválható alaplicenc nélkül. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateRepeatTrial,Egy bemutató termékkulcsot már kiadtak ehhez a számítógéphez. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateMultipeExpiring,Több lejáró termékkulcs nem kombinálható. 
WebActivateWastedUpgrades,Az aktiválás megszakadt nem használt termékkulcs aktiválásának a megakadályozása érdekében (%1%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateServerIdMistmatch,A használt termékkulcs(ok)hoz egynél több kiszolgálóazonosító lett társítva (%1%, ennyivel szemben: %2%). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateNotEnoughUpgrades,A termékkulcs(ok) csak akkor aktiválhatók, ha az összes %1% csatornát frissítette a következőre: %2%. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateIncompatibleWithUniversal,Az univerzális licencek nem kompatibilisek a(z) %1% licencekkel. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateDemoNotAvailable,A bemutató licencek jelenleg nem érhetők el. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateUpgradeKeyCancelled,A verziófrissítési kulcsot (%1%) már használták.
WebActivateUpgradeKeyMismatch,A verziófrissítési kulcs nem egyezik a kiszolgálója kiadásával (várt: %1%, kapott: %2%).

# Deactivation-related strings
WebDeactivateMaxDeactivationsExceeded,Elérte a licencre vonatkozó inaktiválások maximális számát: %1%. Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebDeactivateExpiringDeactivation,A lejáró licencek nem aktiválhatók: %1%.
WebDeactivateDoubleDeactivation,A(z) %1% kiszolgálót már inaktiválta.
WebDeactivateDeactivateNew,A(z) %1% licencet még nem aktiválta.
WebDeactivate4x,Az inaktiválás csak ACC 5 vagy újabb verziójú licencekkel támogatott.
WebDeactivateNoServerId,Az inaktiválási fájl érvénytelen.

# Registration-related strings
WebActivateRegisterInfoNotValidUnknown,A regisztrációs adatok érvénytelenek (-1).
WebActivateRegisterInfoNotValid,A regisztrációs adatok érvénytelenek (-2).
WebActivateRegisterSaveDbFailed,A regisztrációs adatok mentése sikertelen (-3). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateRegisterNoLicenseToAssociate,A regisztrációs adatok mentése sikertelen (-4). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateRegisterLicenseUpdateFailed,A regisztrációs adatok mentése sikertelen (-5). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.
WebActivateRegisterUnknownException,A regisztrációs adatok mentése sikertelen (-6). Kérjük, forduljon az Avigilon műszaki támogatási részlegéhez.

# 4.12 data present strings
AdminPanel412DataPresent,A rendszer nem kompatibilis rögzítési és konfigurációs adatokat talált. Ha folytatja, az összes rögzített adat és konfigurációs beállítás törlődik. Biztosan folytatja?
AdminPanel412DataPresentCaption,Nem kompatibilis adatok találhatók
AdminPanel412DataFailedToClear,Nem sikerült törölni az Avigilon Control Center meglévő adatait. Zárja be az összes alkalmazást, és futtassa le újra az Admin Panel alkalmazást.
AdminPanel412DataFailedToClearCaption,Az adatok törlése sikertelen

#################################################
# Network strings
#################################################

AdminPanelNetworkSettingsTitle,Hálózat
AdminPanelNetworkSettingsTitle,Hálózat
AdminPanelNetworkPortChangedRestartMessage,Az új bázisport csak a Control Center Server újraindítása után lép érvénybe.\nÚjraindítja most a Control Center Server alkalmazást?
AdminPanelNetworkPortInvalidMessage,A portszámnak %1% és %2% közé kell esnie.
AdminPanelTcpGroupLabel,TCP-portok
AdminPanelServicePortsGroupLabel,Szolgáltatási portok
AdminPanelTcpBaseLabel,Bázis TCP-port:
AdminPanelServicePortBaseLabel,Bázisport:
AdminPanelHttpPortLabel,HTTP-port:
AdminPanelHttpsPortLabel,HTTPS-port:
AdminPanelServicePortUdpLabel,UDP-port:
AdminPanelTcpUsageLabel,TCP-porttartomány:
AdminPanelWebClientPortLabel,Webböngésző hozzáférése:
AdminPanelWebClientUrlLabel,http://server.ip.address:%1%/
AdminPanelServicePortWarning,A szolgáltatási portoknak hozzáférhetőnek kell lenniük a kliens számára.
AdminPanelTcpForwardWarning,A TCP-porttartománynak hozzáférhetőnek kell lennie a kliens számára.
AdminPanelRtpGroupLabel,RTP-portok
AdminPanelUdpBaseLabel,Bázisport:
AdminPanelUdpPortsLabel,UDP-portok:



#################################################
# Storage strings
#################################################


AdminPanelVolumeManagementTitle,Tárhely
AdminPanelAddVolumeText,Videó adattár hozzáadása
AdminPanelEditVolumeText,Kötetméret módosítása
AdminPanelAddVolumeLabel,Videó adattár mérete:
AdminPanelEditVolumeLabel,Videó adattár mérete:
AdminPanelAddVolumeTooBigError,A meghajtó csak %1% GB kötet számára elegendő szabad hellyel rendelkezik.\n\n%2% GB méretű videó adattár nem adható hozzá.
AdminPanelAddVolumeTooSmallError,A videó adattárnak legalább %1% GB méretűnek kell lennie.
AdminPanelEditVolumeTooBigError,A meghajtó csak %1% GB-os kötet számára elegendő szabad hellyel rendelkezik.\n\nNem méretezhető át %2% GB-ra.
AdminPanelEditVolumeTooSmallError,A videó adattárnak legalább %1% GB méretűnek kell lennie.
AdminPanelVolumeSizeSuffix,GB
AdminPanelVolumeInUseError,A tárolókonfiguráció nem szerkeszthető, amíg a Control Center Server fut.

AdminPanelVolumeNoUsableSetupText,Sajnos egyik meghajtón sincs az Avigilon Control Center konfigurálásához elegendő szabad hely.\nÜgyeljen arra, hogy legalább egy meghajtó NTFS-ként legyen formázva, és 15 GB szabad hellyel rendelkezzen.
AdminPanelVolumeDatafile,%1$.1f GB adat
AdminPanelVolumeFreeSpace,%1$.1f GB szabad hely
AdminPanelVolumeUsedSpace,%1$.1f GB felhasználva
AdminPanelVolumePrimary,Elsődleges videó adattár
AdminPanelVolumeConfig,Konfigurációs kötet
AdminPanelVolumeSecondary,Másodlagos videó adattár
AdminPanelVolumeBadFilesystem,A kötet: %1%, a használatához formázza újra NTFS-ként.
AdminPanelVolumeMissingDrive,Ez az videó adattár hiányzik a rendszerből, ezért nem használható.
AdminPanelVolumeAddDataFile,Videó adattár hozzáadása...
AdminPanelVolumeEditDataFile,Kötetméret módosítása...
AdminPanelVolumeRemoveDataFile,Videó adattár törlése
AdminPanelVolumeSetPrimaryVolume,Elsődleges videó adattár beállítása
AdminPanelVolumeSetConfigVolume,Konfigurációs kötet beállítása
AdminPanelVolumeClearStorage,Az összes adat törlése
AdminPanelVolumeClearStoragePrompt,Ezzel törli az összes konfigurációs beállítást és adatot.\n\nBiztosan folytatja?
AdminPanelVolumeNoDataFileError,Legalább egy meghajtót ki kell választani videó adattárként.
AdminPanelVolumeNoPrimaryVolumeError,Egy meghajtót ki kell választani elsődleges videó adattárként.
AdminPanelVolumeNoConfigVolumeError,Egy meghajtót ki kell választani konfigurációs kötetként.
AdminPanelVolumePreviousConfigCaption,A rendszer egy korábbi tárolókonfigurációt talált. Valószínűleg egy korábbi telepítésből maradt meg.\n\nVálasszon egyet az alábbi lehetőségek közül:
AdminPanelVolumePreviousConfigYesTitle,Jelen konfiguráció használata
AdminPanelVolumePreviousConfigNoTitle,Új konfiguráció létrehozása
AdminPanelVolumePreviousConfigSeeNextTitle,Következő talált konfiguráció megtekintése

#################################################
# Backup strings
#################################################

AdminPanelBackupSettingsButtonTitle,Archiválás
AdminPanelBackupSettingsTitle,Archiválás
AdminPanelBackupSettingsEnabledLabel,Archiválás engedélyezése
AdminPanelBackupSettingsPathLabel,Archiválási mappa:
AdminPanelBackupSettingsEmptyPathError,Meg kell adni egy archiválási mappát.
AdminPanelBackupSettingsInvalidPathError,A(z) '%1%' archiválási mappa\nnem érvényes.


#################################################
# Web Link Properties
#################################################
WebLinkPropertiesPanelTitle,Weboldal tulajdonságai
WebLinkPropertiesPanelLocation,URL:
WebLinkPropertiesPanelDescription,Név:
WebLinkPropertiesPanelZoomLevel,Nagyítási szint:
WebLinkPropertiesDefaultLocation,http://
WebLinkDefaultName,Új weboldal
WebLinkCreateWebLinkText,Új weboldal...
WebLinkInvalidError,A weboldalnak névvel és URL-címmel kell rendelkeznie. 

#################################################
# Player strings
#################################################

OpenFileCommandToolbarText,Nyitott
OpenFileCommandToolTip,Fájl megnyitása
ShowAuthenticationFormCommandText,Képek hitelesítése...
ShowAuthenticationFormCommandToolTip,Képek hitelesítése
AuthenticationFormTitle,Képek hitelesítése
AuthenticationFormAuthenticatingTitle,Képek hitelesítése...
AuthenticationFormAuthenticatingText,%1% kép hiteles\n%2% kép sérült
AuthenticationFormDoneValid,Az összes kép hiteles
AuthenticationFormDoneInvalid,Néhány kép sérült
AuthenticationFormDoneUnknownTitle,A hitelesítés nem támogatott
AuthenticationFormDoneUnknownText,Ez a fájl nem támogatja a képhitelesítést.
AuthenticationFormDoneCancelled,Hitelesítés megszakítva
AuthenticationFormError,Hiba történt a fájl érvényesítése során.
RepeatButtonTooltip,Folyamatosan ismételt lejátszás


#################################################
# Service strings
#################################################

ServiceDescription,Az Avigilon Control Center Server szoftver.
ServiceNotInstalledText,Nem megfelelően telepítette az Avigilon Control Center alkalmazást. Telepítse újra, majd indítsa újra a számítógépet.

#################################################
# Camera Installation Tool Strings
#################################################

CameraInstallerStartupWaitText,Kamerák keresése...
CameraInstallerUpgradingWaitText,Kamera frissítése...
CameraInstallerUpgradingCloseMessage,Az Avigilon kameratelepítő eszköze nem állítható le,\namíg a kamera frissítése tart.\nA frissítésnek néhány perc múlva be kell fejeződnie.
CameraInstallerDaemonErrorText,Hiba történt a telepítőeszköz-démon indítása során.\nNem megfelelően telepítette az Avigilon Control Center alkalmazást. Telepítse újra, majd indítsa újra a kameratelepítő eszközt.
ConnectToDeviceCommandText,Csatlakozás a kamerához:
ConnectToDeviceCommandToolTip,Csatlakozás a kamerához
ConnectToDeviceLabel,Megtekintendő kamera:
ConnectToDeviceUpgradingError,A megtekintett kamera nem módosítható kamera frissítése során.\nA frissítésnek néhány perc múlva be kell fejeződnie.
ConnectToDeviceCurrentCameraText,Jelenleg csatlakoztatott kamera:
ConnectToDeviceSelectedGroupLabel,Kiválasztott kamera:
NetworkSetupCommandText,Kamera hálózati beállításainak módosítása...
NetworkSetupCommandToolTip,Kamera hálózati beállításainak módosítása
CameraInstallerDaemonRunning,Az Avigilon kameratelepítő eszköze nem futtatható, amíg a Control Center Server vagy\na Camera kameratelepítő eszközének másik példánya fut.
ImageCompressionSetupCommandText,Képtömörítési beállítások módosítása...
ImageCompressionSetupCommandToolTip,Képtömörítési beállítások módosítása...
ImageAcquisitionSetupCommandText,Kép- és megjelenítési beállítások módosítása
ImageAcquisitionSetupCommandToolTip,Kép- és megjelenítési beállítások módosítása


#################################################
# Error handling strings
#################################################

# These strings are prepended and appended onto the actual error string, if
# an error happens while the system is starting up.  These errors are things that
# might happen if the system is not configured properly (database version mismatch, for instance)
StartupErrorTextPrefix,A következő hiba történt az Avigilon Control Center indítása során:
StartupErrorTextSuffix,Lépjen kapcsolatba a rendszergazdával.

LicenseShutdownText,Az Avigilon Control Center licence lejárt. Az alkalmazás %1% perc múlva leáll.


#################################################
# Exit Program strings
#################################################

ExitProgramCommandText,Kilépés
ExitProgramCommandToolTip,Kilépés
ExitProgramPrompt,Kilép az Avigilon Control Center alkalmazásból?
ExitProgramPrompt.Client,Kilép a Control Center Client alkalmazásból?
ExitProgramPrompt.Player,Kilép a Control Center Player alkalmazásból?
ExitProgramPrompt.VirtualMatrix,Kilép a Virtuális mátrix alkalmazásból?
ShutdownFormText,Az Avigilon Control Center leáll.\nKérjük, várjon.
ShutdownFormText.Client,Az Avigilon Control Center Client leáll.\nKérjük, várjon.
ShutdownFormText.VirtualMatrix,Az Avigilon Virtuális mátrix alkalmazás leáll.\nKérjük, várjon.

#################################################
# Misc Strings
#################################################

RtfFileNotFoundException,A(z) %1% fájl nem található
PrePostBufferSecondsSuffix,másodperc
TextBoxCopyMenuItem,Másolás
ConflictingDataRenamingScheme,%1% (%2%)

#################################################
# Server Initialization Error Strings
#################################################

DatabaseVersionOld,A konfigurációs kötet verziója nem kompatibilis. Kérje meg az Avigilon ügyfélszolgálatát, hogy frissítsék a konfigurációs kötetét.
DatabaseVersionSwOld,A szoftver verziója régi, kérjük, frissítse a szoftvert
LicenseKeyExpiredText,Az Ön licenckulcsa lejárt. Futtassa a Licensor alkalmazást, és adjon meg egy új kulcsot.
LicenseKeyInvalidText,Az Ön licenckulcsa érvénytelen. Futtassa a Licensor alkalmazást, és adjon meg egy új kulcsot.
ConfigInvalidString,A(z) %1% érték érvénytelen a(z) %2% konfigurációs eleme számára.
ConfigInvalidStringReason,A(z) %1% érték érvénytelen a(z) %2% konfigurációs eleme számára: %3%
ConfigInvalidMinMax,A(z) %1% érték érvénytelen a(z) %2% konfigurációs eleme számára, az érvényes értéktartomány: %3%
ConfigInvalidSet,A(z) %1% érték érvénytelen a(z) %2% konfigurációs eleme számára, az érvényes értékek: %3%
ConfigNotFound,A(z) %1% konfigurációs fájl nem található. Az alkalmazás nem futtatható érvényes konfigurációs fájl nélkül.


#################################################
# HTTP Server Response Strings
#################################################

HttpResponseNotAllowed,A kérelem nem engedélyezett.
HttpResponseExpectationFailed,A várt eredmény hibás.
HttpResponseBadRequest,Rossz HTTP-kérelem.
HttpResponseInternalNotFound,A kért '%1%' URL-cím nem található a kiszolgálón.

#################################################
# Audio Selection Strings
#################################################

AudioFileSelectorPlayToolTip,Hang lejátszása
AudioFileSelectorPlayError,Hiba történt a hang lejátszása során.\n\nLehet, hogy a hangfájl nem létezik vagy megsérült.

#################################################
# Site Editor Strings
#################################################


SiteEditorRemoveButtonToolTip,Site-mappa eltávolítása
SiteEditorAddGroupButtonToolTip,Site-mappa hozzáadása
SiteEditorRemoveButtonTitle,Eltávolítás
SiteEditorAddGroupButtonTitle,Hozzáadás
SiteEditorUpButtonToolTip,Mozgatás felfelé
SiteEditorDownButtonToolTip,Mozgatás lefelé
SiteEditorLeftButtonToolTip,Mozgatás balra
SiteEditorRightButtonToolTip,Mozgatás jobbra
SiteEditorDefaultGroup,Új mappa
SiteEditorSort,Sorba rendezés


#################################################
# Controlset Audit Strings
#################################################

AcquisitionDeviceParamsCI_CustomLinearRGBColourGain,egyéni fehéregyensúly
AcquisitionDeviceParamsCI_AutoWhiteBalanceEnable,automatikus fehéregyensúly engedélyezése
AcquisitionDeviceParamsCI_SharpeningAmount,élesítés
AcquisitionDeviceParamsCI_Brightness,fényerő
AcquisitionDeviceParamsCI_ColourSaturation,színtelítettség
AcquisitionDeviceParamsCI_Contrast,kontraszt
AcquisitionDeviceParamsCI_IllumSyncFreq,vibrálásvezérlés
AcquisitionDeviceParamsCI_RoiRect,képméretek
AcquisitionDeviceParamsCI_NightMode,Infravörös vágószűrő
AcquisitionDeviceParamsCI_IrisMode,írisz
AcquisitionDeviceParamsCI_EnConstExposure,automatikus expozíció engedélyezése
AcquisitionDeviceParamsCI_ConstExposure_ns,állandó expozícióidő
AcquisitionDeviceParamsCI_MinAutoExposure_ns,minimális expozícióidő
AcquisitionDeviceParamsCI_MaxAutoExposure_ns,maximális expozícióidő
AcquisitionDeviceParamsCI_EnRelHistRange,háttérfény-kompenzáció engedélyezése
AcquisitionDeviceParamsCI_RelHistRange,háttérfény-kompenzáció
AcquisitionDeviceParamsCI_WideDynamicRange,széles dinamikatartomány
AcquisitionDeviceParamsCI_EnWideDynamicRange,széles dinamikatartomány engedélyezve
AcquisitionDeviceParamsCI_ExposureFpsLimited,képprioritás
AcquisitionDeviceParamsCI_EnBothFields,teljes felbontás
AcquisitionDeviceParamsCI_EnAutoGain,automatikus erősítés engedélyezése
AcquisitionDeviceParamsCI_MinAutoGain,minimális automatikus erősítés
AcquisitionDeviceParamsCI_MaxAutoGain,maximális automatikus erősítés
AcquisitionDeviceParamsCI_ConstGain,állandó erősítés
AcquisitionDeviceParamsCI_EnAutoFocus,automatikus fókusz engedélyezése
AcquisitionDeviceParamsCI_NearAutoFocusLimit_m,automatikus közeli fókusz korlátja
AcquisitionDeviceParamsCI_FarAutoFocusLimit_m,automatikus távoli fókusz korlátja
AcquisitionDeviceParamsCI_ManualFocus,kézi fókusz
AcquisitionDeviceParamsCI_ManualFocusSpeed,kézi fókusz sebessége
AcquisitionDeviceParamsCI_FocusAdjIrIllumType,fókusz
AcquisitionDeviceParamsCI_ImageRotation,képforgatás
AcquisitionDeviceParamsCI_MinAutoIris_db,minimális automatikus írisz
AcquisitionDeviceParamsCI_MaxAutoIris_db,maximális automatikus írisz
AcquisitionDeviceParamsCI_ConstIris_db,írisz
		
BandwidthDeviceParamsCI_ActualFrameRate,képátviteli sebesség
BandwidthDeviceParamsCI_ActualBitrate_kbps,átviteli sebesség

CameraDeviceParamsCI_MotionMask,mozgásérzékelési paraméterek
CameraDeviceParamsCI_PreMotionRecTime_s,mozgás előtti rögzítési idő:
CameraDeviceParamsCI_PostMotionRecTime_s,mozgás rögzítési ideje

AnalyticsDeviceParamsCI_MotionEvent,analitikán alapuló mozgásérzékelési esemény
AnalyticsDeviceParamsCI_MotionRoi,analitikán alapuló mozgásérzékelési terület
AnalyticsDeviceParamsCI_Events,analitikai érzékelési események
AnalyticsDeviceParamsCI_Rois,analitikai érzékelési területek

CompressionDeviceParamsCI_CompressionType,képtömörítés formátuma
CompressionDeviceParamsCI_RequestedFrameRate,képkockasebesség
CompressionDeviceParamsCI_ActualFrameRate,képkockasebesség
CompressionDeviceParamsCI_ImageQuality,képminőség
CompressionDeviceParamsCI_EnBothFields,teljes felbontás
CompressionDeviceParamsCI_EnConstBitrate,állandó átviteli sebesség engedélyezése
CompressionDeviceParamsCI_ConstBitrate,állandó átviteli sebesség értéke
CompressionDeviceParamsCI_MaxBitrate,maximális átviteli sebesség
CompressionDeviceParamsCI_BitratePriority,átviteli sebesség prioritása
CompressionDeviceParamsCI_KeyFrameInterval,kulcsképkocka időköze
CompressionDeviceParamsCI_KeyFrameIntervalFrames,kulcsképkocka időköze
CompressionDeviceParamsCI_Resolution,képfelbontás
CompressionDeviceParamsCI_EnMultiStreaming,több adatfolyam engedélyezése

DigitalInputDeviceParamsCI_DigitalInputName,digitális bemenet neve
DigitalInputDeviceParamsCI_DigitalInputActiveHigh,digitális bemeneti áramkör állapota
DigitalInputDeviceParamsCI_DigitalInputMaxEventDuration_ms,digitális bemenet rögzítési időtartama
DigitalInputDeviceParamsCI_DigitalInputPreRecordTime_s,digitális bemenet esemény előtti rögzítési ideje
DigitalInputDeviceParamsCI_DigitalInputPostRecordTime_s,digitális bemenet esemény utáni rögzítési ideje

DigitalOutputDeviceParamsCI_DigitalOutputName,digitális kimenet neve
DigitalOutputDeviceParamsCI_DigitalOutputNormalCircuitState,digitális kimeneti áramkör állapota
DigitalOutputDeviceParamsCI_ManualActivationMode,digitális kimenet aktiválási módja
DigitalOutputDeviceParamsCI_ManualActivationDuration_ms,digitális kimenet aktiválási időtartama
DigitalOutputDeviceParamsCI_ManualPulsePeriod_ms,digitális kimeneti impulzus időszaka
DigitalOutputDeviceParamsCI_ManualPulseDutyCycle,digitális kimeneti impulzus működési ciklusa
DigitalOutputDeviceParamsCI_ManualPulseRepeatCount,digitális kimeneti impulzus ismétléseinek száma

AnalyticChannelParamsCI_ChannelSource,analitikai csatorna forrása

ExternalNotifierParamsCI_Configuration,külső értesítés konfigurálása

GeneralDeviceParamsCI_DeviceName,kamera neve
GeneralDeviceParamsCI_LocationString,kamera helye
GeneralDeviceParamsCI_LedDisable,állapotjelző LED-ek letiltása
GeneralDeviceParamsCI_TerminationEnable,videobemenet lezárásának engedélyezése
GeneralDeviceParamsCI_IRTestCycle,kamera infravörös tesztjének ciklusa
GeneralDeviceParamsCI_PrivacyZones,privát zóna
GeneralDeviceParamsCI_LogicalDeviceId,logikai azonosító

MicDeviceParamsCI_AudioInName,mikrofon neve
MicDeviceParamsCI_AudioInSourceType,mikrofon forrása
MicDeviceParamsCI_AudioInVolume,mikrofon erősítése
MicDeviceParamsCI_AudioInEnable,mikrofon engedélyezése

NetworkDeviceParamsCI_StaticIpAddr,statikus IP-cím
NetworkDeviceParamsCI_StaticIpMask,statikus IP-alhálózati maszk
NetworkDeviceParamsCI_StaticIpGateway,statikus IP-átjáró
NetworkDeviceParamsCI_IpAcquisitionMode,IP-beszerzési mód
NetworkDeviceParamsCI_SoapServicePort,vezérlőport
NetworkDeviceParamsCI_HttpsPort,HTTPS-port
NetworkDeviceParamsCI_RtspPort,RTSP-port
NetworkDeviceParamsCI_ZeroConfEnable,nulla megbízhatóság engedélyezése
NetworkDeviceParamsCI_MulticastEnable,multicast engedélyezése
NetworkDeviceParamsCI_MulticastIpAddr,multicast IP-címe
NetworkDeviceParamsCI_MulticastTtl,multicast TTL-értéke
NetworkDeviceParamsCI_MulticastPortRangeStart,multicast bázisportja
NetworkDeviceParamsCI_MulticastPortRangeSize,multicast porttartománya

PtzDeviceParamsCI_PtzProtocol,PTZ-protokoll
PtzDeviceParamsCI_PtzAddress,PTZ dip-kapcsoló címe
PtzDeviceParamsCI_PtzEnable,PTZ engedélyezése
PtzDeviceParamsCI_PtzNamedPresets,PTZ megnevezett előzetes beállításai
PtzDeviceParamsCI_PtzNamedPatterns,PTZ megnevezett mintái

RecordingDeviceParamsCI_ManualRecordTime_m,kézi rögzítés időtartama
RecordingDeviceParamsCI_ManualRecordPreRecordTime_s,kézi rögzítés indítás előtti rögzítési ideje

SerialPortDeviceParamsCI_Baud,PTZ átviteli sebessége
SerialPortDeviceParamsCI_Parity,PTZ paritása

SpeakerDeviceParamsCI_AudioOutName,hangszóró neve
SpeakerDeviceParamsCI_AudioOutVolume,hangszóró hangereje
SpeakerDeviceParamsCI_AudioOutRecordEnable,hangszórókimenet rögzítése
SpeakerDeviceParamsCI_AudioOutEnable,hangszóró engedélyezése

GeneralServerParamsCI_ServerName,kiszolgáló neve
GeneralServerParamsCI_SmtpServerAddress,e-mail-kiszolgáló – smtp-kiszolgáló
GeneralServerParamsCI_SmtpUsername,e-mail-kiszolgáló – felhasználónév
GeneralServerParamsCI_SmtpPassword,e-mail-kiszolgáló – jelszó
GeneralServerParamsCI_SmtpSenderAddress,e-mail-kiszolgáló – feladó e-mail-címe
GeneralServerParamsCI_SmtpSenderName,e-mail-kiszolgáló – feladó neve
GeneralServerParamsCI_EmailSubject,e-mail-kiszolgáló – tárgysor
GeneralServerParamsCI_SmtpAuthentication,e-mail-kiszolgáló – szükséges hitelesítés
GeneralServerParamsCI_SmtpSSL,e-mail-kiszolgáló – smtp ssl
GeneralServerParamsCI_SmtpTimeoutPeriod,e-mail-kiszolgáló – időtúllépés
GeneralServerParamsCI_SmtpServerPort,e-mail-kiszolgáló – port

LicensePlateChannelParamsCI_Name,rendszámtábla-felismerési sáv neve
