#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Lukk
WebDeactivate4x,Deaktivering støttes bare med ACC 5-lisenser og høyere.
WebDeactivateNoServerId,Deaktiveringsfil er ugyldig.

# Registration-related strings
WebActivateRegisterInfoNotValidUnknown,Registreringsinformasjon er ugyldig (-1).
WebActivateRegisterInfoNotValid,Registreringsinformasjon er ugyldig (-2).
WebActivateRegisterSaveDbFailed,Kunne ikke lagre registreringsinformasjon (-3). Kontakt Avigilons tekniske brukerstøtte.
WebActivateRegisterNoLicenseToAssociate,Kunne ikke lagre registreringsinformasjon (-4). Kontakt Avigilons tekniske brukerstøtte.
WebActivateRegisterLicenseUpdateFailed,Kunne ikke lagre registreringsinformasjon (-5). Kontakt Avigilons tekniske brukerstøtte.
WebActivateRegisterUnknownException,Kunne ikke lagre registreringsinformasjon (-6). Kontakt Avigilons tekniske brukerstøtte.

# 4.12 data present strings
AdminPanel412DataPresent,Inkompatible opptaks- og konfigurasjonsdata oppdaget. Hvis du fortsetter, blir alle data som er tatt opp og konfigurasjonsinnstillinger slettet. Er du sikker på at du vil fortsette?
AdminPanel412DataPresentCaption,Inkompatible data oppdaget
AdminPanel412DataFailedToClear,Kunne ikke slette eksisterende Avigilon Control Center-data. Lukk alle programmer og kjør Admin-panelet på nytt.
AdminPanel412DataFailedToClearCaption,Kunne ikke fjerne data

#################################################
# Network strings
#################################################

AdminPanelNetworkSettingsTitle,Nettverk
AdminPanelNetworkSettingsTitle,Nettverk
AdminPanelNetworkPortChangedRestartMessage,Den nye baseporten trer ikke i kraft før Control Center Server omstartes.\nOmstarte Control Center Server nå?
AdminPanelNetworkPortInvalidMessage,Portnummeret må være mellom %1% og %2%.
AdminPanelTcpGroupLabel,TCP-porter
AdminPanelServicePortsGroupLabel,Serviceporter
AdminPanelTcpBaseLabel,Base-TCP-port:
AdminPanelServicePortBaseLabel,Baseport:
AdminPanelHttpPortLabel,HTTP-port:
AdminPanelHttpsPortLabel,HTTPS-port:
AdminPanelServicePortUdpLabel,UDP-port:
AdminPanelTcpUsageLabel,TCP-portområde:
AdminPanelWebClientPortLabel,Nettlesertilgang:
AdminPanelWebClientUrlLabel,http://server.ip.address:%1%/
AdminPanelServicePortWarning,Serviceporter må være tilgjengelige for klienten.
AdminPanelTcpForwardWarning,TCP-portområdet må være tilgjengelig for klienten.
AdminPanelRtpGroupLabel,RTP-porter
AdminPanelUdpBaseLabel,Baseport:
AdminPanelUdpPortsLabel,UDP-porter:



#################################################
# Storage strings
#################################################


AdminPanelVolumeManagementTitle,Lagring
AdminPanelAddVolumeText,Legg til datavolum
AdminPanelEditVolumeText,Endre volumstørrelse
AdminPanelAddVolumeLabel,Datavolumstørrelse:
AdminPanelEditVolumeLabel,Datavolumstørrelse:
AdminPanelAddVolumeTooBigError,Stasjonen har bare plass for et %1% GB volum.\n\nKan ikke legge til et %2% GB datavolum.
AdminPanelAddVolumeTooSmallError,Datavolumet må være minst %1% GB.
AdminPanelEditVolumeTooBigError,Stasjonen har bare plass for et %1% GB volum.\n\nKan ikke endre størrelse til %2% GB.
AdminPanelEditVolumeTooSmallError,Datavolumet må være minst %1% GB.
AdminPanelVolumeSizeSuffix,GB
AdminPanelVolumeInUseError,Lagringskonfigurasjon kan ikke redigeres mens Control Center Server kjører.

AdminPanelVolumeNoUsableSetupText,Det er ikke nok ledig plass på noen stasjoner til å konfigurere Avigilon Control Center.\nKontroller at minst én stasjon er formatert som NTFS og har minst 15 GB ledig plass.
AdminPanelVolumeDatafile,%1$.1f GB data
AdminPanelVolumeFreeSpace,%1$.1f GB ledig
AdminPanelVolumeUsedSpace,%1$.1f GB brukt
AdminPanelVolumePrimary,Primært datavolum
AdminPanelVolumeConfig,Konfigurasjonsvolum
AdminPanelVolumeSecondary,Sekundært datavolum
AdminPanelVolumeBadFilesystem,Volum er %1%, omformater som NTFS for å bruke.
AdminPanelVolumeMissingDrive,Dette datavolumet mangler i systemet og kan ikke brukes.
AdminPanelVolumeAddDataFile,Legg til datavolum...
AdminPanelVolumeEditDataFile,Endre volumstørrelse...
AdminPanelVolumeRemoveDataFile,Slett datavolum
AdminPanelVolumeSetPrimaryVolume,Angi primært datavolum
AdminPanelVolumeSetConfigVolume,Angi konfigurasjonsvolum
AdminPanelVolumeClearStorage,Slett alle data
AdminPanelVolumeClearStoragePrompt,Dette vil slette alle konfigurasjonsinnstillinger og data.\n\nEr du sikker på at du vil fortsette?
AdminPanelVolumeNoDataFileError,Minst én stasjon må velges som et datavolum.
AdminPanelVolumeNoPrimaryVolumeError,Én stasjon må velges som et primært datavolum.
AdminPanelVolumeNoConfigVolumeError,Én stasjon må velges som et konfigurasjonsvolum.
AdminPanelVolumePreviousConfigCaption,En tidligere lagringskonfigurasjon er oppdaget.  Denne konfigurasjonen kan ha blitt igjen etter en tidligere installasjon.\n\nVelg ett av følgende alternativer:
AdminPanelVolumePreviousConfigYesTitle,Bruk denne konfigurasjonen
AdminPanelVolumePreviousConfigNoTitle,Opprett ny konfigurasjon
AdminPanelVolumePreviousConfigSeeNextTitle,Se neste oppdagede konfigurasjon

#################################################
# Backup strings
#################################################

AdminPanelBackupSettingsButtonTitle,Arkivering
AdminPanelBackupSettingsTitle,Arkivering
AdminPanelBackupSettingsEnabledLabel,Aktiver arkivering
AdminPanelBackupSettingsPathLabel,Arkiveringsmappe:
AdminPanelBackupSettingsEmptyPathError,En arkiveringsmappe må angis.
AdminPanelBackupSettingsInvalidPathError,Arkiveringsmappen "%1%"\ner ikke gyldig.


#################################################
# Web Link Properties
#################################################
WebLinkPropertiesPanelTitle,Egenskaper for nettside
WebLinkPropertiesPanelLocation,URL:
WebLinkPropertiesPanelDescription,Navn:
WebLinkPropertiesPanelZoomLevel,Zoomenivå:
WebLinkPropertiesDefaultLocation,http://
WebLinkDefaultName,Ny nettside
WebLinkCreateWebLinkText,Ny nettside...
WebLinkInvalidError,En nettside må ha et navn og en URL. 

#################################################
# Player strings
#################################################

OpenFileCommandToolbarText,Åpne
OpenFileCommandToolTip,Åpne en fil
ShowAuthenticationFormCommandText,Autentiser bilder...
ShowAuthenticationFormCommandToolTip,Autentiser bilder
AuthenticationFormTitle,Autentiser bilder
AuthenticationFormAuthenticatingTitle,Autentiserer bilder...
AuthenticationFormAuthenticatingText,%1% bilder autentiske\n%2% bilder ødelagt
AuthenticationFormDoneValid,Alle bilder er autentiske
AuthenticationFormDoneInvalid,Noen bilder er ødelagt
AuthenticationFormDoneUnknownTitle,Autentisering støttes ikke
AuthenticationFormDoneUnknownText,Denne filen støtter ikke bildeautentisering.
AuthenticationFormDoneCancelled,Autentisering avbrutt
AuthenticationFormError,Det oppstod en feil da filen skulle valideres.
RepeatButtonTooltip,Sløyfeavspilling


#################################################
# Service strings
#################################################

ServiceDescription,Avigilon Control Center Server-programvare.
ServiceNotInstalledText,Avigilon Control Center ble ikke riktig installert.  Installer på nytt og omstart datamaskinen.

#################################################
# Camera Installation Tool Strings
#################################################

CameraInstallerStartupWaitText,Søker etter kameraer...
CameraInstallerUpgradingWaitText,Oppgraderer kamera...
CameraInstallerUpgradingCloseMessage,Avigilon Camera Installation Tool kan ikke avsluttes\nmens et kamera oppgraderes.\nOppgraderingen skulle være fullført om få minutter.
CameraInstallerDaemonErrorText,Det oppstod en feil under start av installeringsverktøy-daemon.\nAvigilon Control Center ble ikke riktig installert.  Installer på nytt og omstart kamerainstalleringsverktøyet.
ConnectToDeviceCommandText,Koble til kamera:
ConnectToDeviceCommandToolTip,Koble til kamera
ConnectToDeviceLabel,Kamera som skal vises:
ConnectToDeviceUpgradingError,Kan ikke endre vist kamera mens et kamera oppgraderes.\nOppgraderingen skulle være fullført om få minutter.
ConnectToDeviceCurrentCameraText,Kamera som er tilkoblet nå:
ConnectToDeviceSelectedGroupLabel,Valgt kamera:
NetworkSetupCommandText,Endre nettverksinnstillinger for kamera...
NetworkSetupCommandToolTip,Endre nettverksinnstillinger for kamera
CameraInstallerDaemonRunning,Avigilon Camera Installation Tool kan ikke kjøre mens Control Center Server eller\nen annen forekomst av Camera Installation Tool kjører.
ImageCompressionSetupCommandText,Endre bildekomprimeringsinnstillinger...
ImageCompressionSetupCommandToolTip,Endre bildekomprimeringsinnstillinger...
ImageAcquisitionSetupCommandText,Endre bilde- og skjerminnstillinger...
ImageAcquisitionSetupCommandToolTip,Endre bilde- og skjerminnstillinger...


#################################################
# Error handling strings
#################################################

# These strings are prepended and appended onto the actual error string, if
# an error happens while the system is starting up.  These errors are things that
# might happen if the system is not configured properly (database version mismatch, for instance)
StartupErrorTextPrefix,Følgende feil oppstod mens Avigilon Control Center startet:
StartupErrorTextSuffix,Kontakt systemadministratoren.

LicenseShutdownText,Avigilon Control Center-lisensen er utløpt.  Avslutter om %1% sekunder.


#################################################
# Exit Program strings
#################################################

ExitProgramCommandText,Avslutt
ExitProgramCommandToolTip,Avslutt
ExitProgramPrompt,Avslutte Avigilon Control Center?
ExitProgramPrompt.Client,Avslutte Control Center Client?
ExitProgramPrompt.Player,Avslutte Control Center Player?
ExitProgramPrompt.VirtualMatrix,Avslutte virtuell matrise-program?
ShutdownFormText,Avigilon Control Center avslutter.\nVent litt.
ShutdownFormText.Client,Avigilon Control Center Client avslutter.\nVent litt.
ShutdownFormText.VirtualMatrix,Avigilon virtuell matrise-program avslutter.\nVent litt.

#################################################
# Misc Strings
#################################################

RtfFileNotFoundException,Fant ikke filen %1%
PrePostBufferSecondsSuffix,sekunder
TextBoxCopyMenuItem,Kopier
ConflictingDataRenamingScheme,%1% (%2%)

#################################################
# Server Initialization Error Strings
#################################################

DatabaseVersionOld,Konfigurasjonsvolumversjonen er inkompatibel. Kontakt Avigilon for å oppgradere konfigurasjonsvolumet.
DatabaseVersionSwOld,Programvareversjonen er gammel, oppdater programvaren
LicenseKeyExpiredText,Lisensnøkkelen er utløpt. Kjør lisensieringsprogrammet for å oppgi en ny nøkkel.
LicenseKeyInvalidText,Lisensnøkkelen er ugyldig. Kjør lisensieringsprogrammet for å oppgi en ny nøkkel.
ConfigInvalidString,Verdien %1% er ugyldig for konfigurasjonselement på %2%
ConfigInvalidStringReason,Verdien %1% er ugyldig for konfigurasjonselement på %2%: %3%
ConfigInvalidMinMax,Verdien %1% er ugyldig for konfigurasjonselement på %2%, gyldig verdiområde er %3%
ConfigInvalidSet,Verdien %1% er ugyldig for konfigurasjonselement på %2%, gyldige verdier er: %3%
ConfigNotFound,Fant ikke konfigurasjonsfilen %1%. Programmet kan ikke kjøres uten en gyldig konfigurasjonsfil.


#################################################
# HTTP Server Response Strings
#################################################

HttpResponseNotAllowed,Forespørsel ikke tillatt.
HttpResponseExpectationFailed,Forventning mislyktes.
HttpResponseBadRequest,Feil HTTP-forespørsel.
HttpResponseInternalNotFound,Den forespurte URLen "%1%" ble ikke funnet på serveren.

#################################################
# Audio Selection Strings
#################################################

AudioFileSelectorPlayToolTip,Spill av lyd
AudioFileSelectorPlayError,Det oppstod en feil under avspilling av lyd.\n\nLydfilen finnes kanskje ikke, eller den kan være ødelagt.

#################################################
# Site Editor Strings
#################################################


SiteEditorRemoveButtonToolTip,Fjern stedsmappe
SiteEditorAddGroupButtonToolTip,Legg til stedsmappe
SiteEditorRemoveButtonTitle,Fjern
SiteEditorAddGroupButtonTitle,Legg til
SiteEditorUpButtonToolTip,Flytt opp
SiteEditorDownButtonToolTip,Flytt ned
SiteEditorLeftButtonToolTip,Flytt venstre
SiteEditorRightButtonToolTip,Flytt høyre
SiteEditorDefaultGroup,Ny mappe
SiteEditorSort,Sorter


#################################################
# Controlset Audit Strings
#################################################

AcquisitionDeviceParamsCI_CustomLinearRGBColourGain,tilpasset hvitbalanse
AcquisitionDeviceParamsCI_AutoWhiteBalanceEnable,aktivering av automatisk hvitbalanse
AcquisitionDeviceParamsCI_SharpeningAmount,skarphet
AcquisitionDeviceParamsCI_Brightness,lysstyrke
AcquisitionDeviceParamsCI_ColourSaturation,fargemetning
AcquisitionDeviceParamsCI_Contrast,kontrast
AcquisitionDeviceParamsCI_IllumSyncFreq,flimmerkontroll
AcquisitionDeviceParamsCI_RoiRect,bildedimensjoner
AcquisitionDeviceParamsCI_NightMode,IR-blokkeringsfilter
AcquisitionDeviceParamsCI_IrisMode,iris
AcquisitionDeviceParamsCI_EnConstExposure,aktivering av automatisk eksponering
AcquisitionDeviceParamsCI_ConstExposure_ns,konstant eksponeringstid
AcquisitionDeviceParamsCI_MinAutoExposure_ns,minste eksponeringstid
AcquisitionDeviceParamsCI_MaxAutoExposure_ns,største eksponeringstid
AcquisitionDeviceParamsCI_EnRelHistRange,aktiver baklyskompensering
AcquisitionDeviceParamsCI_RelHistRange,baklyskompensering
AcquisitionDeviceParamsCI_WideDynamicRange,bredt dynamisk område
AcquisitionDeviceParamsCI_EnWideDynamicRange,bredt dynamisk område aktivert
AcquisitionDeviceParamsCI_ExposureFpsLimited,bildeprioritet
AcquisitionDeviceParamsCI_EnBothFields,full oppløsning
AcquisitionDeviceParamsCI_EnAutoGain,aktivering av automatisk forsterking
AcquisitionDeviceParamsCI_MinAutoGain,minste automatiske forsterking
AcquisitionDeviceParamsCI_MaxAutoGain,størte automatiske forsterking
AcquisitionDeviceParamsCI_ConstGain,konstant forsterking
AcquisitionDeviceParamsCI_EnAutoFocus,aktivering av automatisk fokus
AcquisitionDeviceParamsCI_NearAutoFocusLimit_m,grense for nært automatisk fokus
AcquisitionDeviceParamsCI_FarAutoFocusLimit_m,grense for automatisk fokus langt unna
AcquisitionDeviceParamsCI_ManualFocus,manuell fokus
AcquisitionDeviceParamsCI_ManualFocusSpeed,manuell fokushastighet
AcquisitionDeviceParamsCI_FocusAdjIrIllumType,fokus
AcquisitionDeviceParamsCI_ImageRotation,bilderotasjon
AcquisitionDeviceParamsCI_MinAutoIris_db,minste automatisk iris
AcquisitionDeviceParamsCI_MaxAutoIris_db,største automatisk iris
AcquisitionDeviceParamsCI_ConstIris_db,iris
		
BandwidthDeviceParamsCI_ActualFrameRate,bildefrekvens
BandwidthDeviceParamsCI_ActualBitrate_kbps,bitfrekvens

CameraDeviceParamsCI_MotionMask,bevegelsesdeteksjonsparametere
CameraDeviceParamsCI_PreMotionRecTime_s,opptakstid før bevegelse
CameraDeviceParamsCI_PostMotionRecTime_s,bevegelsesopptakstid

AnalyticsDeviceParamsCI_MotionEvent,analysebasert bevegelsesdeteksjonshendelse
AnalyticsDeviceParamsCI_MotionRoi,analysebasert bevegelsesdeteksjonsområde
AnalyticsDeviceParamsCI_Events,deteksjonshendelser for analyse
AnalyticsDeviceParamsCI_Rois,deteksjonsområder for analyse

CompressionDeviceParamsCI_CompressionType,bildekomprimeringsformat
CompressionDeviceParamsCI_RequestedFrameRate,rammefrekvens
CompressionDeviceParamsCI_ActualFrameRate,rammefrekvens
CompressionDeviceParamsCI_ImageQuality,bildekvalitet
CompressionDeviceParamsCI_EnBothFields,full oppløsning
CompressionDeviceParamsCI_EnConstBitrate,aktivering av konstant bitfrekvens
CompressionDeviceParamsCI_ConstBitrate,konstant bitfrekvensverdi
CompressionDeviceParamsCI_MaxBitrate,maksimal bitfrekvens
CompressionDeviceParamsCI_BitratePriority,bitfrekvensprioritet
CompressionDeviceParamsCI_KeyFrameInterval,nøkkelrammeintervall
CompressionDeviceParamsCI_KeyFrameIntervalFrames,nøkkelrammeintervall
CompressionDeviceParamsCI_Resolution,bildeoppløsning
CompressionDeviceParamsCI_EnMultiStreaming,aktivering av flere strømmer

DigitalInputDeviceParamsCI_DigitalInputName,navn på digital inngang
DigitalInputDeviceParamsCI_DigitalInputActiveHigh,kretstilstand for digital inngang
DigitalInputDeviceParamsCI_DigitalInputMaxEventDuration_ms,opptaksvarighet for digital inngang
DigitalInputDeviceParamsCI_DigitalInputPreRecordTime_s,opptakstid før hendelse for digital inngang
DigitalInputDeviceParamsCI_DigitalInputPostRecordTime_s,opptakstid etter hendelse for digital inngang

DigitalOutputDeviceParamsCI_DigitalOutputName,navn på digital utgang
DigitalOutputDeviceParamsCI_DigitalOutputNormalCircuitState,kretstilstand for digital utgang
DigitalOutputDeviceParamsCI_ManualActivationMode,aktiveringsmodus for digital utgang
DigitalOutputDeviceParamsCI_ManualActivationDuration_ms,aktiveringsvarighet for digital utgang
DigitalOutputDeviceParamsCI_ManualPulsePeriod_ms,pulsperiode for digital utgang
DigitalOutputDeviceParamsCI_ManualPulseDutyCycle,pulsdriftssyklus for digital utgang
DigitalOutputDeviceParamsCI_ManualPulseRepeatCount,pulsgjentagelsesantall for digital utgang

AnalyticChannelParamsCI_ChannelSource,analysekanalkilde

ExternalNotifierParamsCI_Configuration,konfigurasjon av eksterne varsler

GeneralDeviceParamsCI_DeviceName,kameranavn
GeneralDeviceParamsCI_LocationString,kameraplassering
GeneralDeviceParamsCI_LedDisable,deaktiver status-LEDer
GeneralDeviceParamsCI_TerminationEnable,aktivering av videoinngangsterminering
GeneralDeviceParamsCI_IRTestCycle,IR-testsyklus for kamera
GeneralDeviceParamsCI_PrivacyZones,personvernsone
GeneralDeviceParamsCI_LogicalDeviceId,logisk ID

MicDeviceParamsCI_AudioInName,mikrofonnavn
MicDeviceParamsCI_AudioInSourceType,mikrofonkilde
MicDeviceParamsCI_AudioInVolume,mikrofonforsterking
MicDeviceParamsCI_AudioInEnable,aktivering av mikrofon

NetworkDeviceParamsCI_StaticIpAddr,statisk IP-adresse
NetworkDeviceParamsCI_StaticIpMask,statisk IP-nettverksmaske
NetworkDeviceParamsCI_StaticIpGateway,statisk IP-gateway
NetworkDeviceParamsCI_IpAcquisitionMode,IP-innhentingsmodus
NetworkDeviceParamsCI_SoapServicePort,kontrollport
NetworkDeviceParamsCI_HttpsPort,HTTPS-port
NetworkDeviceParamsCI_RtspPort,RTSP-port
NetworkDeviceParamsCI_ZeroConfEnable,aktivering av nullkonfig
NetworkDeviceParamsCI_MulticastEnable,aktivering av multicast
NetworkDeviceParamsCI_MulticastIpAddr,multicast-IP-adresse
NetworkDeviceParamsCI_MulticastTtl,multicast-TTL
NetworkDeviceParamsCI_MulticastPortRangeStart,multicast-baseport
NetworkDeviceParamsCI_MulticastPortRangeSize,multicast-portområde

PtzDeviceParamsCI_PtzProtocol,PTZ-protokoll
PtzDeviceParamsCI_PtzAddress,PTZ dip switch-adresse
PtzDeviceParamsCI_PtzEnable,aktivering av PTZ
PtzDeviceParamsCI_PtzNamedPresets,PTZ navngitte forhåndsinnstillinger
PtzDeviceParamsCI_PtzNamedPatterns,PTZ navngitte mønstre

RecordingDeviceParamsCI_ManualRecordTime_m,varighet på manuelt opptak
RecordingDeviceParamsCI_ManualRecordPreRecordTime_s,opptakstid for manuelt opptak før utløser

SerialPortDeviceParamsCI_Baud,PTZ baud-frekvens
SerialPortDeviceParamsCI_Parity,PTZ paritet

SpeakerDeviceParamsCI_AudioOutName,høyttalernavn
SpeakerDeviceParamsCI_AudioOutVolume,høyttalervolum
SpeakerDeviceParamsCI_AudioOutRecordEnable,ta opp høyttalerutgang
SpeakerDeviceParamsCI_AudioOutEnable,aktivering av høyttaler

GeneralServerParamsCI_ServerName,servernavn
GeneralServerParamsCI_SmtpServerAddress,smtp-server for e-postserver
GeneralServerParamsCI_SmtpUsername,brukernavn for e-postserver
GeneralServerParamsCI_SmtpPassword,passord for e-postserver
GeneralServerParamsCI_SmtpSenderAddress,avsenders e-postadresse for e-postserver
GeneralServerParamsCI_SmtpSenderName,avsendernavn for e-postserver
GeneralServerParamsCI_EmailSubject,emnelinje for e-postserver
GeneralServerParamsCI_SmtpAuthentication,påkrevd godkjenning for e-postserver
GeneralServerParamsCI_SmtpSSL,smtp ssl for e-postserver
GeneralServerParamsCI_SmtpTimeoutPeriod,tidsavbrudd for e-postserver
GeneralServerParamsCI_SmtpServerPort,e-postserverport

LicensePlateChannelParamsCI_Name,filnavn for nummerskiltgjenkjenning
LicensePlateChannelParamsCI_Device,kamera for nummerskiltgjenkjenning
LicensePlateChannelParamsCI_Roi,område for nummerskiltgjenkjenning
LicensePlateChannelParamsCI_Rect,område for nummerskiltgjenkjenning
LicensePlateChannelParamsCI_Context,konfigurasjon av nummerskiltgjenkjenning
LicensePlateChannelParamsCI_Enabled,fil aktivert for nummerskiltgjenkjenning
LicensePlateChannelParamsCI_Height,høyde for nummerskiltgjenkjenning
LicensePlateChannelParamsCI_PreRecordTime,opptakstid før hendelse for nummerskiltgjenkjenning
LicensePlateChannelParamsCI_PostRecordTime,opptakstid etter hendelse for nummerskiltgjenkjenning

StorageCameraParamsCI_AgingNumTiers,opptaksdataaldring
StorageCameraParamsCI_AgingTierTargets,opptaksdataaldring
StorageCameraParamsCI_RetentionDays,maks. opptakstid for opptak
StorageCameraParamsCI_ParamsLinked,tilkoblede opptaksparametere
StorageCameraParamsCI_NonPriorityRecPeriod_ms,ikke-prioritert opptaksrammeperiode for opptak
StorageCameraParamsCI_PreRecordingMinutes,før-opptaksminutter
StorageCameraParamsCI_PreRecordingSeconds,før-opptakssekunder

StorageParamsCI_BackupEnabled,planlagt arkivering aktivert
StorageParamsCI_BackupDevices,planlagt arkivering, kameraer til arkiv
StorageParamsCI_BackupDeleteOldest,planlagt arkivering, sletting
StorageParamsCI_BackupPeriod,planlagt arkivering, frekvens
StorageParamsCI_BackupDuration,planlagt arkivering, dekning
StorageParamsCI_BackupStartDate,planlagt arkivering, startdato
StorageParamsCI_BackupExecuteTime,planlagt arkivering, utføringstid
StorageParamsCI_LastBackupSysTime,tid for siste planlagte arkivering
StorageParamsCI_NextBackupSysTime,tid for neste planlagte arkivering
StorageParamsCI_AgingNumTiersLinked,planlagt aldring, antall grupper koblet
StorageParamsCI_AgingTierTargetsLinked,planlagte gruppemål koblet
StorageParamsCI_RetentionDaysLinked,planlagte lagringsdager koblet

LdapServerParamsCI_UserName,Active Directory-brukernavn
LdapServerParamsCI_Password,Active Directory-passord
LdapServerParamsCI_DomainName,Active Directory-domene
LdapServerParamsCI_ServerAddress,Active Directory-server
LdapServerParamsCI_Enabled,Active Directory aktivert

SiteSetting_SiteName,stedsnavn
SiteSetting_Hierarchy,Bedriftshierarki
SettingError_Unspecified,En verdi for "%1%" må angis.
SettingError_Invalid,Verdien for "%1%" er ugyldig.

#################################################
# Schedule Management Strings
#################################################

SchedulesMgmtEditRecurrencesListTitle,Gjentagelser:
SchedulesMgmtEditSchedulesFormTitle,Rediger…
SchedulesMgmtAddScheduleButtonText,Legg til
SchedulesMgmtRemoveScheduleButtonText,Slett
SchedulesMgmtAddRecurrenceButtonText,Legg til…
SchedulesMgmtRemoveRecurrenceButtonText,Slett
SchedulesMgmtEditSchedulesScheduleName,Navn:
SchedulesMgmtEditSchedulesScheduleStartTime,Start:
SchedulesMgmtEditSchedulesScheduleEndTime,Slutt:
SchedulesMgmtEditSchedulesScheduleStartDate,Startdato:
SchedulesMgmtEditSchedulesDailyRecurrence,Daglig
SchedulesMgmtEditSchedulesWeeklyRecurrence,Ukentlig
SchedulesMgmtEditSchedulesMonthlyRecurrence,Månedlig
SchedulesMgmtEditSchedulesYearlyRecurrence,Årlig
SchedulesMgmtEditRecurrenceEvery,Gjenta hver
SchedulesMgmtEditDailyRecurrenceEveryUnits,dag
SchedulesMgmtEditWeeklyRecurrenceEveryUnits,uke på:
SchedulesMgmtEditMonthlyRecurrenceEveryUnits,måned på:
SchedulesMgmtEditYearlyRecurrenceEveryUnits,år på:
SchedulesMgmtEditWeeklySundayCaption,Søndag
SchedulesMgmtEditWeeklyMondayCaption,Mandag
SchedulesMgmtEditWeeklyTuesdayCaption,Tirsdag
SchedulesMgmtEditWeeklyWednesdayCaption,Onsdag
SchedulesMgmtEditWeeklyThursdayCaption,Torsdag
SchedulesMgmtEditWeeklyFridayCaption,Fredag
SchedulesMgmtEditWeeklySaturdayCaption,Lørdag
SchedulesMgmtOnDayRadioButtonLabel,Dag
SchedulesMgmtOnWeekRadioButtonLabel,Den
SchedulesMgmtOnWeekFirstWeekLabel,første
SchedulesMgmtOnWeekSecondWeekLabel,andre
SchedulesMgmtOnWeekThirdWeekLabel,tredje
SchedulesMgmtOnWeekFourthWeekLabel,fjerde
SchedulesMgmtOnWeekLastWeekLabel,siste
SchedulesMgmtYearlyRecurrenceOfMonthLabel,i
SchedulesMgmtMonthJanuary,Januar
SchedulesMgmtMonthFebruary,Februar
SchedulesMgmtMonthMarch,Mars
SchedulesMgmtMonthApril,April
SchedulesMgmtMonthMay,Mai
SchedulesMgmtMonthJune,Juni
SchedulesMgmtMonthJuly,Juli
SchedulesMgmtMonthAugust,August
SchedulesMgmtMonthSeptember,September
SchedulesMgmtMonthOctober,Oktober
SchedulesMgmtMonthNovember,November
SchedulesMgmtMonthDecember,Desember
SchedulesMgmtUsedScheduleRemoveMessage,Denne tidsplanen er i bruk og kan ikke slettes.
SchedulesMgmtRemoveScheduleQuestion,Er du sikker på at du vil slette planen "%1%"? 
SchedulesMgmtEditSchedulesPatternSectionLabel,Gjentagelsesmønster
SchedulesMgmtDefaultScheduleName,Tidsplan 
SchedulesMgmtMultipleScheduleSameNames,En tidsplan med navnet "%1%" finnes allerede. Angi et annet navn.
SchedulesMgmtWeeklyScheduleDayNotSelected,Velg aktive dager for den ukentlige planen.
SchedulesMgmtNewScheduleUniqueName,Ny tidsplan (%1%)
SchedulesMgmtRecurrenceUniqueName,Gjentagelse (%1%)
SchedulesMgmtEditButtonToolTip,Rediger tidsplan
SchedulesMgmtAlways,Alltid

#################################################
# ACC Gateway
#################################################
GatewayError1,Feil
GatewayError201,Server ikke godkjent
GatewayError203,Server ikke funnet
GatewayError10000,Økten er ugyldig
GatewayError10001,Serveren er ugyldig
GatewayError10002,Kameraet er ugyldig
GatewayError10003,Strømmegruppen er ugyldig
GatewayError10004,Strøm er ugyldig
GatewayError10005,Gateway er inkompatibel
GatewayError10006,Kamera er ikke aktivt
GatewayError10100,Forespørsel med feil
GatewayError10201,Brukernavnet eller passordet var feil
GatewayError10202,Passord utløpt
GatewayError10203,Passordet kan ikke endres til et utløpt passord
GatewayError10204,Konto deaktivert
GatewayError10205,Maksimalt antall klienter logget på
GatewayError10206,Ugyldig adresse
GatewayError10207,Fant ikke brukernavn
GatewayError10208,Enkeltpålogging mislyktes
GatewayError10209,Godkjenningsfeil
GatewayError10210,Tilgang nektet

# JSON Response Errors
GatewayErrorGetEventInvalid,Ugyldig parameter angitt
GatewayErrorGetStreamImageInvalidStream,Ugyldig strøm angitt
GatewayErrorGetStreamImageCamInactive,Det angitte kameraet er ikke aktivt
GatewayErrorCamNotConnected,Kamera ikke tilkoblet
GatewayErrorInvalidCam,Kamera ugyldig
GatewayErrorInvalidAlarm,Alarm ugyldig
GatewayErrorInvalidSavedView,Lagret visning er ugyldig.
GatewayErrorInvalidParams,Spørringparameter er ugyldig
GatewayErrorCameraHandlerCamNotFound,Fant ikke kamera
GatewayErrorNvrInvalid,Fant ikke NVR
GatewayErrorNvrDisconnected,NVR frakoblet
GatewayErrorNotAuthenticated,Ikke godkjent
GatewayErrorCameraNoLongerConnected,Kamera med enhets-ID=%1% er ikke lenger tilkoblet
GatewayErrorPtzInvalidCommand,PtzCmd ugyldig
GatewayErrorPushClientToken,PushClientToken ugyldig
